indicator_name,dataset_id,row_id,dataset_name,publisher,dataset_type,information_requirements_satisfied,related_ccra_indicator,sectors_served,climatic_risks_served,risk_components,geographic_coverage,geographic_granularity,granularity_class,horizons_covered,temporal_coverage,update_frequency,data_format,open_restricted,license,api_available,download_url,documentation_url,short_description,limitations,confidence_level,authoritative_tier
Population density,CAN-A034,CAN-A034-CCRA-028,OEF Landslide Risk Score H×E×V (city screening),Open Earth Foundation (landslide_risk),Hybrid,Landslide risk composite,CCRA-028,Energy Security; Food Security; Hydrogeological Disasters; Infrastructures; Public Health; Water Resources,Diseases; Droughts; Floods; Heatwaves; Landslides; Sea level rise,Exposure,Pipeline-ready,~90 m,modeled_grid,present,Static,Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/landslide_risk,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF landslide risk screening.,Slope gate applies.,High,OEF derived screening
Population density,CAN-A035,CAN-A035-CCRA-028,OEF shared city Exposure score (population density screening),Open Earth Foundation,Exposure,Shared E across hazards — StatCan DA / WorldPop,CCRA-028,Energy Security; Food Security; Hydrogeological Disasters; Infrastructures; Public Health; Water Resources,Diseases; Droughts; Floods; Heatwaves; Landslides; Sea level rise,Exposure,City AOI,DA polygons burned to H grid,neighborhood_or_small_area,present,Census-aligned,Per city run,COG / GPKG,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/collections/layers.yaml,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF shared E — Canada can mirror MN ACS path using StatCan DA.,Choose DA vs raster explicitly.,High,OEF derived screening
Port infrastructures,CAN-A014,CAN-A014-CCRA-029,CanCoast coastal sensitivity indices + relative sea-level change,Natural Resources Canada (GSC),Hazard,Sea-level change and coastal sensitivity for marine coasts,CCRA-029,Infrastructures,Sea level rise,Exposure,Canadian marine coasts,Shoreline-attributed indices,modeled_grid,present;2030;2050,Early/late 21st century climate indices (CanCoast 2.x),Product versions,Geospatial database / open file,Open,OGL-Canada,Partial,https://open.canada.ca/data/en/dataset/a8b68ba4-c3d9-707f-a866-1aa53e7f0ae6,https://doi.org/10.4095/314669,National coastal sensitivity including relative SLR — preferred official SLR/coastal hazard context.,National-scale indices — not site engineering; Great Lakes water-level regimes differ from marine coasts.,High,Primary official
Port infrastructures,CAN-A015,CAN-A015-CCRA-029,CAN-EWLAT — Canadian Extreme Water Level Adaptation Tool,Fisheries and Oceans Canada (DFO),Hazard,Sea-level rise projections and vertical allowances for coastal infrastructure,CCRA-029,Infrastructures,Sea level rise,Exposure,Canadian ocean coastlines (SCH-focused sites + coastal planners),Site points / coastal locations,facility_or_asset,present;2030;2050,AR5/AR6 scenario projections vs 2010 benchmark,Tool/data releases,CSV / FGDB / REST map,Open,OGL-Canada,Yes (REST),https://open.canada.ca/data/en/dataset/a3edf193-5c56-4b38-bcc5-c8708c60ce38,https://www.dfo-mpo.gc.ca/science/oceanography-oceanographie/accasp-psaccma/can-ewlat-ocanee/index-eng.html,Operational SLR and extreme water-level adaptation allowances for coastal infrastructure planning.,SCH-centric origins; still widely useful for coastal city ports/harbours.,High,Primary official
Port infrastructures,CAN-A021,CAN-A021-CCRA-029,"National Road Network / CanVec / OpenStreetMap — roads, rail, ports, buildings",NRCan / OSM,Exposure,Road/rail/port density; buildings for hazard-prone households,CCRA-029,Infrastructures,Sea level rise,Exposure,Canada,Vector networks / buildings,facility_or_asset,present,NRN/CanVec releases; OSM continuous,Periodic / continuous,SHP / PBF,Open,OGL / ODbL,Yes,https://open.canada.ca/,https://download.geofabrik.de/north-america/canada.html,Authoritative NRN plus OSM for ports/buildings density exposure.,Building footprints: also Microsoft/Google open buildings as complement.,High,Primary official
Port infrastructures,CAN-A023,CAN-A023-CCRA-029,Port authorities / Transport Canada — port infrastructure & traffic,Canada Port Authorities / Transport Canada,Exposure,Port infrastructures for coastal SLR exposure,CCRA-029,Infrastructures,Sea level rise,Exposure,Canadian ports,Port / terminal,facility_or_asset,present,Annual stats,Annual,Reports / open data,Open reports,Varies,No,https://tc.canada.ca/,https://www.open.canada.ca/,Port infrastructure and traffic statistics; pair with CanCoast/CAN-EWLAT for coastal hazard.,GIS footprints often via OSM/port GIS.,High,Primary official
Power generation facilities,CAN-A024,CAN-A024-CCRA-030,CER / WRI Global Power Plant Database — generation facilities,Canada Energy Regulator / WRI,Exposure,Power generation facilities,CCRA-030,Energy Security,Droughts; Heatwaves,Exposure,Canada,Facility points,facility_or_asset,present,Database vintage,Periodic,CSV / open data,Open,OGL / CC BY,Yes,https://www.cer-rec.gc.ca/,https://datasets.wri.org/dataset/globalpowerplantdatabase,Power plants for energy-security exposure (hydro/thermal regional mixes).,Distributed generation incomplete.,High,Primary official
Protected areas,CAN-A018,CAN-A018-CCRA-031,Canadian Protected and Conserved Areas Database (CPCAD) / WDPA,ECCC / UNEP-WCMC,Exposure,Protected areas,CCRA-031,Biodiversity,Droughts; Heatwaves,Exposure,Canada,PA polygons,facility_or_asset,present,Continuous updates,Periodic,SHP / GDB,Open,OGL-Canada,Yes,https://www.canada.ca/en/environment-climate-change/services/national-wildlife-areas/protected-conserved-areas-database.html,https://www.protectedplanet.net/,Official Canadian protected and conserved areas database — preferred over WDPA alone.,WDPA as global complement.,High,Primary official
Railroad density,CAN-A021,CAN-A021-CCRA-032,"National Road Network / CanVec / OpenStreetMap — roads, rail, ports, buildings",NRCan / OSM,Exposure,Road/rail/port density; buildings for hazard-prone households,CCRA-032,Infrastructures,Erosions; Heatwave; Landslides,Exposure,Canada,Vector networks / buildings,facility_or_asset,present,NRN/CanVec releases; OSM continuous,Periodic / continuous,SHP / PBF,Open,OGL / ODbL,Yes,https://open.canada.ca/,https://download.geofabrik.de/north-america/canada.html,Authoritative NRN plus OSM for ports/buildings density exposure.,Building footprints: also Microsoft/Google open buildings as complement.,High,Primary official
Relative humidity,CAN-A011,CAN-A011-CCRA-033,"ClimateData.ca / ECCC climate normals, extremes, and CMIP projections",Environment and Climate Change Canada / PCIC partners,Hazard,"Maximum temperature, precip, extremes; drought-relevant indices; futures",CCRA-033,Public Health,Diseases,Hazard,Canada,Grid / station / municipal summaries on portal,modeled_grid,present;2030;2050,Historical + CMIP scenarios,Portal updates,NetCDF / CSV / portal tools,Open,OGL-Canada / see portal,Yes,https://climatedata.ca/,https://www.canada.ca/en/environment-climate-change.html,"Primary official climate information portal for Canadian adaptation — temperature, precipitation, extremes, and projections.",SPEI/CDD may need derivation from portal variables or AAFC/ECCC drought products.,High,Primary official
Relative humidity,CAN-A013,CAN-A013-CCRA-033,CHIRPS + ERA5-Land extremes / OEF HWM & FRI inputs,UCSB CHIRPS / ECMWF / OEF transforms,Hazard,"Rx5day, CDD, heatwave magnitude, FRI futures",CCRA-033,Public Health,Diseases,Hazard,Global (incl. Canada),0.05°–0.1° / OEF derivatives,modeled_grid,present;2030;2050,Multi-decadal + OEF futures,Near real-time / CDS,GeoTIFF / NetCDF,Open,Open/Copernicus,Yes,https://www.chc.ucsb.edu/data/chirps,https://cds.climate.copernicus.eu/,Open global climate extremes and OEF heat/FRI derivatives as ensemble gap-fills.,Prefer ClimateData.ca for Canadian official climate citation.,High,International modeled
Road density,CAN-A021,CAN-A021-CCRA-034,"National Road Network / CanVec / OpenStreetMap — roads, rail, ports, buildings",NRCan / OSM,Exposure,Road/rail/port density; buildings for hazard-prone households,CCRA-034,Infrastructures,Erosions; Heatwave; Landslides,Exposure,Canada,Vector networks / buildings,facility_or_asset,present,NRN/CanVec releases; OSM continuous,Periodic / continuous,SHP / PBF,Open,OGL / ODbL,Yes,https://open.canada.ca/,https://download.geofabrik.de/north-america/canada.html,Authoritative NRN plus OSM for ports/buildings density exposure.,Building footprints: also Microsoft/Google open buildings as complement.,High,Primary official
Sea Level change,CAN-A014,CAN-A014-CCRA-035,CanCoast coastal sensitivity indices + relative sea-level change,Natural Resources Canada (GSC),Hazard,Sea-level change and coastal sensitivity for marine coasts,CCRA-035,Infrastructures,Sea level rise,Hazard,Canadian marine coasts,Shoreline-attributed indices,modeled_grid,present;2030;2050,Early/late 21st century climate indices (CanCoast 2.x),Product versions,Geospatial database / open file,Open,OGL-Canada,Partial,https://open.canada.ca/data/en/dataset/a8b68ba4-c3d9-707f-a866-1aa53e7f0ae6,https://doi.org/10.4095/314669,National coastal sensitivity including relative SLR — preferred official SLR/coastal hazard context.,National-scale indices — not site engineering; Great Lakes water-level regimes differ from marine coasts.,High,Primary official
Sea Level change,CAN-A015,CAN-A015-CCRA-035,CAN-EWLAT — Canadian Extreme Water Level Adaptation Tool,Fisheries and Oceans Canada (DFO),Hazard,Sea-level rise projections and vertical allowances for coastal infrastructure,CCRA-035,Infrastructures,Sea level rise,Hazard,Canadian ocean coastlines (SCH-focused sites + coastal planners),Site points / coastal locations,facility_or_asset,present;2030;2050,AR5/AR6 scenario projections vs 2010 benchmark,Tool/data releases,CSV / FGDB / REST map,Open,OGL-Canada,Yes (REST),https://open.canada.ca/data/en/dataset/a3edf193-5c56-4b38-bcc5-c8708c60ce38,https://www.dfo-mpo.gc.ca/science/oceanography-oceanographie/accasp-psaccma/can-ewlat-ocanee/index-eng.html,Operational SLR and extreme water-level adaptation allowances for coastal infrastructure planning.,SCH-centric origins; still widely useful for coastal city ports/harbours.,High,Primary official
Standardized Precipitation Evapotranspiration Index (SPEI),CAN-A011,CAN-A011-CCRA-036,"ClimateData.ca / ECCC climate normals, extremes, and CMIP projections",Environment and Climate Change Canada / PCIC partners,Hazard,"Maximum temperature, precip, extremes; drought-relevant indices; futures",CCRA-036,Biodiversity; Energy Security; Food Security; Water Resources,Droughts,Hazard,Canada,Grid / station / municipal summaries on portal,modeled_grid,present;2030;2050,Historical + CMIP scenarios,Portal updates,NetCDF / CSV / portal tools,Open,OGL-Canada / see portal,Yes,https://climatedata.ca/,https://www.canada.ca/en/environment-climate-change.html,"Primary official climate information portal for Canadian adaptation — temperature, precipitation, extremes, and projections.",SPEI/CDD may need derivation from portal variables or AAFC/ECCC drought products.,High,Primary official
Standardized Precipitation Evapotranspiration Index (SPEI),CAN-A012,CAN-A012-CCRA-036,"AAFC / ECCC drought monitoring (CGMS, SPEI/SPI products)",Agriculture and Agri-Food Canada / ECCC,Hazard,Drought indices including SPEI/SPI-style monitoring for agriculture,CCRA-036,Biodiversity; Energy Security; Food Security; Water Resources,Droughts,Hazard,Canada (esp. agricultural regions),Gridded drought maps,modeled_grid,present,Operational seasonal products,Seasonal/weekly during season,Maps / rasters / open data,Open,OGL-Canada,Partial,https://open.canada.ca/,https://agriculture.canada.ca/,Federal drought monitoring supporting SPEI/CDD agricultural drought context.,City urban drought heat may need ClimateData.ca + OEF heat_hazard.,High,Primary official
Standardized Precipitation Evapotranspiration Index (SPEI),CAN-A013,CAN-A013-CCRA-036,CHIRPS + ERA5-Land extremes / OEF HWM & FRI inputs,UCSB CHIRPS / ECMWF / OEF transforms,Hazard,"Rx5day, CDD, heatwave magnitude, FRI futures",CCRA-036,Biodiversity; Energy Security; Food Security; Water Resources,Droughts,Hazard,Global (incl. Canada),0.05°–0.1° / OEF derivatives,modeled_grid,present;2030;2050,Multi-decadal + OEF futures,Near real-time / CDS,GeoTIFF / NetCDF,Open,Open/Copernicus,Yes,https://www.chc.ucsb.edu/data/chirps,https://cds.climate.copernicus.eu/,Open global climate extremes and OEF heat/FRI derivatives as ensemble gap-fills.,Prefer ClimateData.ca for Canadian official climate citation.,High,International modeled
Total precipitation,CAN-A011,CAN-A011-CCRA-037,"ClimateData.ca / ECCC climate normals, extremes, and CMIP projections",Environment and Climate Change Canada / PCIC partners,Hazard,"Maximum temperature, precip, extremes; drought-relevant indices; futures",CCRA-037,Food Security,Floods,Hazard,Canada,Grid / station / municipal summaries on portal,modeled_grid,present;2030;2050,Historical + CMIP scenarios,Portal updates,NetCDF / CSV / portal tools,Open,OGL-Canada / see portal,Yes,https://climatedata.ca/,https://www.canada.ca/en/environment-climate-change.html,"Primary official climate information portal for Canadian adaptation — temperature, precipitation, extremes, and projections.",SPEI/CDD may need derivation from portal variables or AAFC/ECCC drought products.,High,Primary official
Total precipitation,CAN-A012,CAN-A012-CCRA-037,"AAFC / ECCC drought monitoring (CGMS, SPEI/SPI products)",Agriculture and Agri-Food Canada / ECCC,Hazard,Drought indices including SPEI/SPI-style monitoring for agriculture,CCRA-037,Food Security,Floods,Hazard,Canada (esp. agricultural regions),Gridded drought maps,modeled_grid,present,Operational seasonal products,Seasonal/weekly during season,Maps / rasters / open data,Open,OGL-Canada,Partial,https://open.canada.ca/,https://agriculture.canada.ca/,Federal drought monitoring supporting SPEI/CDD agricultural drought context.,City urban drought heat may need ClimateData.ca + OEF heat_hazard.,High,Primary official
Urban infrastructure social vulnerability,CAN-A001,CAN-A001-CCRA-038,"Statistics Canada Census of Population 2021 — Dissemination Area profiles (age, income, housing, dwelling)",Statistics Canada,Hybrid,"Population density, age distribution, income/LIM, housing quality proxies for E/V",CCRA-038,Infrastructures,Erosions; Heatwave; Landslides; Sea level rise,Exposure,Canada,Dissemination Area (DA; ~400–700 people) — finest standard census unit,neighborhood_or_small_area,present,2021 Census (+ 2016 comparable),Census cycle (5 years),CSV / Beyond 20/20 / Census Profile API (SDMX),Open,Statistics Canada Open Licence,Yes (Census Profile WDS / SDMX),https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/index.cfm?Lang=E,https://www.statcan.gc.ca/en/developers,"National gold-standard E/V backbone at DA: age, LIM-AT/LICO, shelter cost burden, dwelling characteristics. Same grain used in OEF MN ACS-style CCRA.",Piped water/sanitation nearly universal in urban Canada — use housing/plumbing fields carefully; Indigenous/remote gaps remain.,High,Primary official
Urban infrastructure social vulnerability,CAN-A003,CAN-A003-CCRA-038,Canadian Area-Level Social Determinants of Health Indicators (CASDOHI) / DA socioeconomic compilations,Research compilations from StatCan Census Profiles,Vulnerability,"Harmonized DA SDOH indicators (income, housing, labour, ethnocultural)",CCRA-038,Infrastructures,Erosions; Heatwave; Landslides; Sea level rise,Exposure,Canada,Dissemination Area,neighborhood_or_small_area,present,2011/2016/2021 harmonized,Research releases,Tabular (research datasets),Open (research),See publications,No,https://doi.org/10.1101/2025.07.11.25331136,https://data.mendeley.com/datasets/fmvtcn9g4v/1,User-friendly DA SDOH packs derived from Census Profiles — accelerates V layer builds.,Secondary to raw StatCan profiles for authoritative citation.,High,Research/NGO
Urban infrastructure social vulnerability,CAN-A021,CAN-A021-CCRA-038,"National Road Network / CanVec / OpenStreetMap — roads, rail, ports, buildings",NRCan / OSM,Exposure,Road/rail/port density; buildings for hazard-prone households,CCRA-038,Infrastructures,Erosions; Heatwave; Landslides; Sea level rise,Exposure,Canada,Vector networks / buildings,facility_or_asset,present,NRN/CanVec releases; OSM continuous,Periodic / continuous,SHP / PBF,Open,OGL / ODbL,Yes,https://open.canada.ca/,https://download.geofabrik.de/north-america/canada.html,Authoritative NRN plus OSM for ports/buildings density exposure.,Building footprints: also Microsoft/Google open buildings as complement.,High,Primary official
Urban infrastructure social vulnerability,CAN-A026,CAN-A026-CCRA-038,Microsoft / Google Open Buildings (Canada coverage),Microsoft / Google,Exposure,Building footprints ∩ flood/landslide/SLR for households in hazard-prone areas,CCRA-038,Infrastructures,Erosions; Heatwave; Landslides; Sea level rise,Exposure,Canada,Building polygons,facility_or_asset,present,Model vintage,Product versions,GeoJSON / Parquet,Open,ODbL/CDLA,Yes,https://github.com/microsoft/GlobalMLBuildingFootprints,https://sites.research.google/open-buildings/,ML footprints for physical exposure overlays with NRCan flood susceptibility / CFM.,Not cadastral parcels.,Medium,International modeled
Urban infrastructure social vulnerability,CAN-A036,CAN-A036-CCRA-038,OEF shared city Vulnerability score (age/social screening),Open Earth Foundation,Vulnerability,"Shared V — age, LIM, housing from Census",CCRA-038,Infrastructures,Erosions; Heatwave; Landslides; Sea level rise,Exposure,City AOI,DA,neighborhood_or_small_area,present,Census-aligned,Per city run,COG / GPKG,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/collections/layers.yaml,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF shared V from StatCan DA SDOH fields (closest analogue to Plymouth ACS V).,Composition site-specific.,High,OEF derived screening
Urban stormwater drainage coverage,CAN-A037,CAN-A037-CCRA-039,OEF Flood / Heat / Landslide mechanism-type layers (NbS screening),Open Earth Foundation (nbs_*_mechanism_type),Hazard,Mechanism classes; drainage_constrained proxies stormwater gap,CCRA-039,Hydrogeological Disasters,Floods,Vulnerability,Pipeline-ready,~250 m / ~90 m,modeled_grid,present,Static,Per NbS run,Categorical COG,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/nbs_screening,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/collections/layers.yaml,OEF mechanism-type layers. Drainage_constrained remains proxy until municipal drainage GIS opens.,Screening only.,Medium,OEF derived screening
Urban stormwater drainage coverage,NO-COVERAGE-CCRA-039,NO-COVERAGE-CCRA-039,No suitable dataset identified,n/a,Gap,No suitable open national/municipal stormwater drainage coverage GIS found as a consistent Canada-wide product; municipal engineering GIS typically internal.,CCRA-039,Hydrogeological Disasters,Floods,Vulnerability,Canada,n/a,unknown,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,No suitable open national/municipal stormwater drainage coverage GIS found as a consistent Canada-wide product; municipal engineering GIS typically internal.,OEF drainage_constrained mechanism is a proxy only. Some cities may publish partial drainage layers.,Medium,Gap
Waste Collection,CAN-A001,CAN-A001-CCRA-040,"Statistics Canada Census of Population 2021 — Dissemination Area profiles (age, income, housing, dwelling)",Statistics Canada,Hybrid,"Population density, age distribution, income/LIM, housing quality proxies for E/V",CCRA-040,Public Health,Diseases,Vulnerability,Canada,Dissemination Area (DA; ~400–700 people) — finest standard census unit,neighborhood_or_small_area,present,2021 Census (+ 2016 comparable),Census cycle (5 years),CSV / Beyond 20/20 / Census Profile API (SDMX),Open,Statistics Canada Open Licence,Yes (Census Profile WDS / SDMX),https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/index.cfm?Lang=E,https://www.statcan.gc.ca/en/developers,"National gold-standard E/V backbone at DA: age, LIM-AT/LICO, shelter cost burden, dwelling characteristics. Same grain used in OEF MN ACS-style CCRA.",Piped water/sanitation nearly universal in urban Canada — use housing/plumbing fields carefully; Indigenous/remote gaps remain.,High,Primary official
Water security index,CAN-A027,CAN-A027-CCRA-041,WRI Aqueduct Water Risk + StatCan water use / municipal water surveys,WRI / Statistics Canada,Vulnerability,Water security / water access proxies,CCRA-041,Water Resources,Droughts,Vulnerability,Canada,Basin (Aqueduct); municipal survey stats,modeled_grid,present;2030;2050,Aqueduct + StatCan survey cycles,Periodic,SHP / tables,Open,See WRI / StatCan,Yes,https://www.wri.org/aqueduct,https://www.statcan.gc.ca/,Water-risk composite plus Canadian municipal water/wastewater statistics.,Urban piped-water access nearly universal — indicator less discriminating than in Global South.,Medium,International modeled
