indicator_name,dataset_id,row_id,dataset_name,publisher,dataset_type,information_requirements_satisfied,related_ccra_indicator,sectors_served,climatic_risks_served,risk_components,geographic_coverage,geographic_granularity,granularity_class,horizons_covered,temporal_coverage,update_frequency,data_format,open_restricted,license,api_available,download_url,documentation_url,short_description,limitations,confidence_level,authoritative_tier
Maximum temperature,ETH-A041,ETH-A041-CCRA-026,OEF Flood / Heat / Landslide mechanism-type layers (NbS screening),Open Earth Foundation (models/nbs_*_mechanism_type),Hazard,Dominant mechanism class per cell; drainage_constrained proxies stormwater gap,CCRA-026,Biodiversity; Energy Security; Infrastructures; Public Health,Diseases; Heatwave; Heatwaves,Hazard,Pipeline-ready for ETH cities,~250 m / ~90 m,modeled_grid,present,Static classification,Per NbS screening run,Categorical COG + GeoJSON,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/nbs_screening,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/collections/layers.yaml,OEF mechanism-type rasters. Flood drainage_constrained remains proxy until municipal drainage GIS exists.,Screening classification only.,Medium,OEF derived screening
Natural vegetation cover,ETH-A018,ETH-A018-CCRA-027,Hansen Global Forest Change (treecover / loss),UMD / GLAD,Hybrid,Forest cover and forest loss,CCRA-027,Biodiversity; Hydrogeological Disasters,Droughts; Heatwaves; Landslides,Exposure; Vulnerability,Global (incl. Ethiopia),~30 m,modeled_grid,present,2000 + annual loss,Annual,GeoTIFF,Open,CC BY 4.0,Yes (GEE),https://glad.earthengine.app/view/global-forest-change,https://storage.googleapis.com/earthenginepartners-hansen/GFC-2023-v1.11/download.html,Standard forest cover/loss (OEF hansen_*).,Dryland woodland/classification caveats.,High,International modeled
Natural vegetation cover,ETH-A019,ETH-A019-CCRA-027,ESA WorldCover / Dynamic World land cover,ESA / Google+WRI,Hybrid,Natural vegetation and agricultural land proxies,CCRA-027,Biodiversity; Hydrogeological Disasters,Droughts; Heatwaves; Landslides,Exposure; Vulnerability,Global (incl. Ethiopia),10 m,modeled_grid,present,Annual / NRT,Product cadence,GeoTIFF / GEE,Open,Open,Yes,https://esa-worldcover.org/,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1,Land-cover rasters for vegetation and cropland exposure.,Class confusion in mosaic highland systems.,High,International modeled
Population density,ETH-A001,ETH-A001-CCRA-028,ESS / CSA population & housing census + projections (via IMIS / StatBank / HDX COD-PS),Ethiopian Statistical Service (ESS; formerly CSA),Hybrid,"Population counts, age/sex structure, housing & basic services proxies for E/V",CCRA-028,Energy Security; Food Security; Hydrogeological Disasters; Infrastructures; Public Health; Water Resources,Diseases; Droughts; Floods; Heatwaves; Landslides; Sea level rise,Exposure,Ethiopia,Woreda / town (ADM3) for COD-PS projections; census microgeography varies,city_or_municipality,present,2007 census + CSA/ESS projections (e.g. 2021/2022 COD-PS),Projection & survey releases,Tables / CSV (HDX); IMIS interactive,Open (aggregates); microdata restricted,See ESS/HDX,Partial (IMIS/StatBank),https://data.humdata.org/dataset/cod-ps-eth,http://imisethiopia.gov.et/,Official population statistics and projections; HDX COD-PS provides ADM0–3 sex/age disaggregated 2022 estimates based on CSA projections.,Last full census 2007; finer kebele/city-block extracts uneven. Urban service indicators often from surveys (DHS/HCES) not census grids.,High,Primary official
Population density,ETH-A002,ETH-A002-CCRA-028,Ethiopia COD-AB — subnational administrative boundaries (ADM0–3),OCHA / HDX (source: Ethiopian authorities / CSA lineage),Boundary,Admin boundaries for city AOI clipping and woreda aggregation,CCRA-028,Energy Security; Food Security; Hydrogeological Disasters; Infrastructures; Public Health; Water Resources,Diseases; Droughts; Floods; Heatwaves; Landslides; Sea level rise,Exposure,Ethiopia,ADM1–3 (woreda),city_or_municipality,n/a,COD maintained versions,As COD updates,SHP / GeoJSON,Open,CC BY (HDX typical),Yes (HDX),https://data.humdata.org/dataset/cod-ab-eth,https://data.humdata.org/group/eth,Common Operational Dataset admin boundaries used for humanitarian and risk analysis in Ethiopia.,Woreda splits/renames frequent; always match population COD vintage to boundary vintage.,High,Secondary official
Population density,ETH-A005,ETH-A005-CCRA-028,"WorldPop constrained population & age-sex (ETH, ~100 m)",WorldPop / University of Southampton (via HDX),Exposure,Gridded population density and age structures,CCRA-028,Energy Security; Food Security; Hydrogeological Disasters; Infrastructures; Public Health; Water Resources,Diseases; Droughts; Floods; Heatwaves; Landslides; Sea level rise,Exposure,Ethiopia,~100 m raster,modeled_grid,present;2030,2015–2030 grids (R2025A family),Product releases,GeoTIFF,Open,CC BY 4.0 typical,Yes,https://data.humdata.org/group/eth,https://hub.worldpop.org/,Dasymetric population grids for city AOI density and sensitive-age vulnerability.,Modeled; validate against COD-PS woreda totals.,High,International modeled
Population density,ETH-A006,ETH-A006-CCRA-028,GHSL Population Grid (GHS-POP),European Commission JRC,Exposure,Alternate global population grid,CCRA-028,Energy Security; Food Security; Hydrogeological Disasters; Infrastructures; Public Health; Water Resources,Diseases; Droughts; Floods; Heatwaves; Landslides; Sea level rise,Exposure,Global (incl. Ethiopia),100 m / 1 km,modeled_grid,present,Multi-epoch GHSL,GHSL releases,GeoTIFF,Open,JRC open,Yes (GEE),https://ghsl.jrc.ec.europa.eu/,https://ghsl.jrc.ec.europa.eu/,Global settlement population grids (OEF catalog: ghsl_population).,Less demographic richness than WorldPop age-sex / COD-PS.,High,International modeled
Population density,ETH-A007,ETH-A007-CCRA-028,"Ethiopia — Risk Assessment Indicators (HeiGIT GAIA / HDX, ADM2)",HeiGIT (via HDX),Hybrid,"ADM2 demographics, vulnerability, facilities, flood exposure",CCRA-028,Energy Security; Food Security; Hydrogeological Disasters; Infrastructures; Public Health; Water Resources,Diseases; Droughts; Floods; Heatwaves; Landslides; Sea level rise,Exposure,Ethiopia,Admin level 2,state_or_province,present,GAIA pipeline build,Publisher refresh,CSV,Open,See HDX,Yes (HDX),https://data.humdata.org/dataset/ethiopia---risk-assessment-indicators,https://data.humdata.org/dataset/ethiopia---risk-assessment-indicators,Pre-aggregated risk indicators including flood exposure at 30 cm depth for multiple return periods.,"Zone-level screening, not intra-city hotspots.",Medium,Research/NGO
Population density,ETH-A036,ETH-A036-CCRA-028,OEF Flood Risk Score H×E×V (city screening),Open Earth Foundation (flood_risk),Hybrid,R=(H×E×V)^(1/3) flood risk composite,CCRA-028,Energy Security; Food Security; Hydrogeological Disasters; Infrastructures; Public Health; Water Resources,Diseases; Droughts; Floods; Heatwaves; Landslides; Sea level rise,Exposure,Pipeline-ready for ETH cities,~250 m,modeled_grid,present,Static composite,Per city run,COG + tiles + zonal vector,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/flood_risk,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF flood risk screening. ETH E/V via WorldPop/COD-PS/DHS analogues.,Local E/V adaptation required.,High,OEF derived screening
Population density,ETH-A037,ETH-A037-CCRA-028,OEF Heat Risk Score H×E×V (city screening),Open Earth Foundation (heat_risk),Hybrid,R=(H×E×V)^(1/3) heat risk composite,CCRA-028,Energy Security; Food Security; Hydrogeological Disasters; Infrastructures; Public Health; Water Resources,Diseases; Droughts; Floods; Heatwaves; Landslides; Sea level rise,Exposure,Pipeline-ready for ETH cities,~250 m,modeled_grid,present,Static composite,Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/heat_risk,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF heat risk screening.,Season + local E/V configuration.,High,OEF derived screening
Population density,ETH-A038,ETH-A038-CCRA-028,OEF Landslide Risk Score H×E×V (city screening),Open Earth Foundation (landslide_risk),Hybrid,R=(H×E×V)^(1/3) landslide risk composite,CCRA-028,Energy Security; Food Security; Hydrogeological Disasters; Infrastructures; Public Health; Water Resources,Diseases; Droughts; Floods; Heatwaves; Landslides; Sea level rise,Exposure,Pipeline-ready for ETH cities,~90 m,modeled_grid,present,Static composite,Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/landslide_risk,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF landslide risk screening.,Non-zero mainly on slopes ≥15° with populated E.,High,OEF derived screening
Population density,ETH-A039,ETH-A039-CCRA-028,OEF shared city Exposure score (population density screening),Open Earth Foundation (CCRA E layer),Exposure,Shared people-exposure score across flood/heat/landslide risk,CCRA-028,Energy Security; Food Security; Hydrogeological Disasters; Infrastructures; Public Health; Water Resources,Diseases; Droughts; Floods; Heatwaves; Landslides; Sea level rise,Exposure,City AOI (ETH → WorldPop/GHSL/COD-PS),City grid / burned polygons,modeled_grid,present,Aligned to pop source,Per city run,COG / GPKG,Internal when published,CC BY 4.0 (product),When published,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/collections/layers.yaml,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF shared exposure_score feeding all hazard risk composites.,Choose ETH E source explicitly (WorldPop vs COD-PS dasymetric).,High,OEF derived screening
Port infrastructures,ETH-A026,ETH-A026-CCRA-029,"OpenStreetMap — roads, rail, health facilities, buildings",OpenStreetMap contributors,Exposure,Road/rail density; health POIs; buildings for hazard-prone households,CCRA-029,Infrastructures,Sea level rise,Exposure,Ethiopia,Vector features,facility_or_asset,present,Continuous,Continuous,PBF / GeoJSON,Open,ODbL,Yes,https://download.geofabrik.de/africa/ethiopia.html,https://wiki.openstreetmap.org/wiki/Ethiopia,Primary open infrastructure layer; Ethio-Djibouti rail/corridor and dry-port nodes can proxy logistics exposure (no seaport).,Health POI completeness uneven vs MoH master list. Port infrastructures indicator: landlocked — use dry ports/logistics nodes as partial proxy only.,Medium,Research/NGO
Power generation facilities,ETH-A028,ETH-A028-CCRA-030,Global Power Plant Database / WRI (+ EEP plant lists),WRI / EEP public materials,Exposure,Power generation facilities (hydro-dominated),CCRA-030,Energy Security,Droughts; Heatwaves,Exposure,Ethiopia,Facility points,facility_or_asset,present,Database vintage,Periodic,CSV / GeoJSON,Open (WRI); EEP partial,CC BY 4.0 (WRI),Yes,https://datasets.wri.org/dataset/globalpowerplantdatabase,https://www.eep.com.et/,Geolocated power plants for energy-security exposure under drought/heat (hydro sensitivity).,Small distributed generation incomplete.,High,International modeled
Protected areas,ETH-A020,ETH-A020-CCRA-031,World Database on Protected Areas (WDPA),UNEP-WCMC / IUCN,Exposure,Protected areas polygons,CCRA-031,Biodiversity,Droughts; Heatwaves,Exposure,Global (incl. Ethiopia),PA polygons,facility_or_asset,present,Continuous,Monthly-ish,SHP,Open (registration),WDPA terms,Yes,https://www.protectedplanet.net/,https://www.protectedplanet.net/en/thematic-areas/wdpa,Global protected areas including Ethiopian national parks and reserves.,EWCA national GIS may be richer but less openly bulk-published.,High,International modeled
Railroad density,ETH-A026,ETH-A026-CCRA-032,"OpenStreetMap — roads, rail, health facilities, buildings",OpenStreetMap contributors,Exposure,Road/rail density; health POIs; buildings for hazard-prone households,CCRA-032,Infrastructures,Erosions; Heatwave; Landslides,Exposure,Ethiopia,Vector features,facility_or_asset,present,Continuous,Continuous,PBF / GeoJSON,Open,ODbL,Yes,https://download.geofabrik.de/africa/ethiopia.html,https://wiki.openstreetmap.org/wiki/Ethiopia,Primary open infrastructure layer; Ethio-Djibouti rail/corridor and dry-port nodes can proxy logistics exposure (no seaport).,Health POI completeness uneven vs MoH master list. Port infrastructures indicator: landlocked — use dry ports/logistics nodes as partial proxy only.,Medium,Research/NGO
Relative humidity,ETH-A013,ETH-A013-CCRA-033,NMA Ethiopia — meteorological station & climate bulletins,National Meteorology Agency (Ethiopia),Hazard,Official station precip/temp and drought monitoring products,CCRA-033,Public Health,Diseases,Hazard,Ethiopia (station network),Station points / national bulletins,facility_or_asset,present,Multi-decade (variable),Operational,Bulletins / request-based data,Restricted / partial public bulletins,Not identified,No public bulk,http://www.ethiomet.gov.et/,http://www.ethiomet.gov.et/,National meteorological authority for climate monitoring and early warning inputs.,Not a city-ready open national raster portal; critical for validation.,High,Primary official
Relative humidity,ETH-A014,ETH-A014-CCRA-033,"ERA5-Land extreme temperature / heatwave indices (TXx, HWM, …)",ECMWF / Copernicus (OEF transformations available),Hazard,Maximum temperature and heatwave magnitude proxies,CCRA-033,Public Health,Diseases,Hazard,Global (incl. Ethiopia),~0.1°,modeled_grid,present;2030;2050,1950–present; OEF HWM futures,CDS,NetCDF / GeoTIFF,Open (CDS),Copernicus,Yes,https://cds.climate.copernicus.eu/,https://cds.climate.copernicus.eu/,Reanalysis heat indices used in OEF heat stacks; complementary to city LST heat_hazard.,Coarse vs urban LST; configure heat season for Ethiopian cities (typically MAM/JJAS context).,High,International modeled
Road density,ETH-A026,ETH-A026-CCRA-034,"OpenStreetMap — roads, rail, health facilities, buildings",OpenStreetMap contributors,Exposure,Road/rail density; health POIs; buildings for hazard-prone households,CCRA-034,Infrastructures,Erosions; Heatwave; Landslides,Exposure,Ethiopia,Vector features,facility_or_asset,present,Continuous,Continuous,PBF / GeoJSON,Open,ODbL,Yes,https://download.geofabrik.de/africa/ethiopia.html,https://wiki.openstreetmap.org/wiki/Ethiopia,Primary open infrastructure layer; Ethio-Djibouti rail/corridor and dry-port nodes can proxy logistics exposure (no seaport).,Health POI completeness uneven vs MoH master list. Port infrastructures indicator: landlocked — use dry ports/logistics nodes as partial proxy only.,Medium,Research/NGO
Sea Level change,NO-COVERAGE-CCRA-035,NO-COVERAGE-CCRA-035,No suitable dataset identified,n/a,Gap,Not geographically applicable: Ethiopia is landlocked (no national sea-level rise coastline). Coastal SLR exposure may matter for Djibouti corridor logistics but is outside ETH territory.,CCRA-035,Infrastructures,Sea level rise,Hazard,Ethiopia,n/a,unknown,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,Not geographically applicable: Ethiopia is landlocked (no national sea-level rise coastline). Coastal SLR exposure may matter for Djibouti corridor logistics but is outside ETH territory.,May exist inside restricted agency systems not published.,Medium,Gap
Standardized Precipitation Evapotranspiration Index (SPEI),ETH-A012,ETH-A012-CCRA-036,SPEIbase / Global Drought Hazard (SPEI-6 extremes),CSIC SPEI / HDX Global Drought Hazard,Hazard,SPEI drought index and extreme-value drought hazard rasters,CCRA-036,Biodiversity; Energy Security; Food Security; Water Resources,Droughts,Hazard,Global (incl. Ethiopia),~0.5° (SPEIbase/HDX extremes),modeled_grid,present,1902–2018 extremes product; SPEIbase ongoing,Product releases,NetCDF / GeoTIFF,Open,See products,Yes,https://data.humdata.org/dataset/global-drought-hazard,https://spei.csic.es/,SPEI-based drought hazard including HDX Global Drought Hazard extreme-value layers; recomputable finer from CHIRPS/ERA5.,0.5° coarse for city AOI — prefer recomputed SPEI for city screens.,High,International modeled
Standardized Precipitation Evapotranspiration Index (SPEI),ETH-A013,ETH-A013-CCRA-036,NMA Ethiopia — meteorological station & climate bulletins,National Meteorology Agency (Ethiopia),Hazard,Official station precip/temp and drought monitoring products,CCRA-036,Biodiversity; Energy Security; Food Security; Water Resources,Droughts,Hazard,Ethiopia (station network),Station points / national bulletins,facility_or_asset,present,Multi-decade (variable),Operational,Bulletins / request-based data,Restricted / partial public bulletins,Not identified,No public bulk,http://www.ethiomet.gov.et/,http://www.ethiomet.gov.et/,National meteorological authority for climate monitoring and early warning inputs.,Not a city-ready open national raster portal; critical for validation.,High,Primary official
Total precipitation,ETH-A011,ETH-A011-CCRA-037,"CHIRPS extreme precipitation (Rx5day, R90p…) + drought monitoring",UCSB Climate Hazards Center / CHIRPS,Hazard,"Rx5day, CDD drivers, total precip; widely used for Ethiopia drought/flood early warning",CCRA-037,Food Security,Floods,Hazard,Global land (incl. Ethiopia),~0.05°,modeled_grid,present,1981–present,Near real-time,GeoTIFF / NetCDF,Open,Open,Yes,https://www.chc.ucsb.edu/data/chirps,https://www.chc.ucsb.edu/data/chirps,Satellite-station blended precip foundational for Ethiopia FEWS NET / NMA workflows and OEF FRI/landslide precip inputs.,Mountain bias; not NMA station truth.,High,International modeled
Total precipitation,ETH-A013,ETH-A013-CCRA-037,NMA Ethiopia — meteorological station & climate bulletins,National Meteorology Agency (Ethiopia),Hazard,Official station precip/temp and drought monitoring products,CCRA-037,Food Security,Floods,Hazard,Ethiopia (station network),Station points / national bulletins,facility_or_asset,present,Multi-decade (variable),Operational,Bulletins / request-based data,Restricted / partial public bulletins,Not identified,No public bulk,http://www.ethiomet.gov.et/,http://www.ethiomet.gov.et/,National meteorological authority for climate monitoring and early warning inputs.,Not a city-ready open national raster portal; critical for validation.,High,Primary official
Urban infrastructure social vulnerability,ETH-A001,ETH-A001-CCRA-038,ESS / CSA population & housing census + projections (via IMIS / StatBank / HDX COD-PS),Ethiopian Statistical Service (ESS; formerly CSA),Hybrid,"Population counts, age/sex structure, housing & basic services proxies for E/V",CCRA-038,Infrastructures,Erosions; Heatwave; Landslides; Sea level rise,Exposure,Ethiopia,Woreda / town (ADM3) for COD-PS projections; census microgeography varies,city_or_municipality,present,2007 census + CSA/ESS projections (e.g. 2021/2022 COD-PS),Projection & survey releases,Tables / CSV (HDX); IMIS interactive,Open (aggregates); microdata restricted,See ESS/HDX,Partial (IMIS/StatBank),https://data.humdata.org/dataset/cod-ps-eth,http://imisethiopia.gov.et/,Official population statistics and projections; HDX COD-PS provides ADM0–3 sex/age disaggregated 2022 estimates based on CSA projections.,Last full census 2007; finer kebele/city-block extracts uneven. Urban service indicators often from surveys (DHS/HCES) not census grids.,High,Primary official
Urban infrastructure social vulnerability,ETH-A004,ETH-A004-CCRA-038,"HCES / LSMS-ISA Ethiopia — poverty, consumption, energy access",ESS / World Bank LSMS,Vulnerability,"Income/poverty, consumption, energy poverty proxies",CCRA-038,Infrastructures,Erosions; Heatwave; Landslides; Sea level rise,Exposure,Ethiopia,Survey strata (region/urban-rural); SAE poverty sometimes woreda,state_or_province,present,HCES / LSMS rounds,Survey rounds,Microdata (restricted) + published tables,Restricted microdata; open reports/tables,See World Bank/ESS,No,https://microdata.worldbank.org/,https://www.statsethiopia.gov.et/,Household consumption/expenditure and living-standards surveys underpinning poverty and energy-access vulnerability.,Direct open woreda poverty GIS not always published; small-area estimates exist in research/PSIA lineages.,High,Primary official
Urban infrastructure social vulnerability,ETH-A026,ETH-A026-CCRA-038,"OpenStreetMap — roads, rail, health facilities, buildings",OpenStreetMap contributors,Exposure,Road/rail density; health POIs; buildings for hazard-prone households,CCRA-038,Infrastructures,Erosions; Heatwave; Landslides; Sea level rise,Exposure,Ethiopia,Vector features,facility_or_asset,present,Continuous,Continuous,PBF / GeoJSON,Open,ODbL,Yes,https://download.geofabrik.de/africa/ethiopia.html,https://wiki.openstreetmap.org/wiki/Ethiopia,Primary open infrastructure layer; Ethio-Djibouti rail/corridor and dry-port nodes can proxy logistics exposure (no seaport).,Health POI completeness uneven vs MoH master list. Port infrastructures indicator: landlocked — use dry ports/logistics nodes as partial proxy only.,Medium,Research/NGO
Urban infrastructure social vulnerability,ETH-A030,ETH-A030-CCRA-038,Microsoft Building Footprints / Google Open Buildings (ETH),Microsoft / Google,Exposure,Building footprints ∩ hazard for households in hazard-prone areas,CCRA-038,Infrastructures,Erosions; Heatwave; Landslides; Sea level rise,Exposure,Ethiopia (model coverage),Building polygons,facility_or_asset,present,Model vintage,Product versions,GeoJSON / Parquet,Open,ODbL/CDLA product-dependent,Yes,https://github.com/microsoft/GlobalMLBuildingFootprints,https://sites.research.google/open-buildings/,ML building footprints for physical exposure overlays.,Not official cadastre.,Medium,International modeled
Urban infrastructure social vulnerability,ETH-A040,ETH-A040-CCRA-038,OEF shared city Vulnerability score (age/social screening),Open Earth Foundation (CCRA V layer),Vulnerability,Shared vulnerability score for risk screening,CCRA-038,Infrastructures,Erosions; Heatwave; Landslides; Sea level rise,Exposure,City AOI (ETH → WorldPop age + DHS/HCES poverty proxies),Neighborhood/woreda polygons burned to hazard grid,neighborhood_or_small_area,present,Aligned to socioecon source,Per city run,COG / GPKG,Internal when published,CC BY 4.0 (product),When published,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/collections/layers.yaml,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF shared vulnerability score; for ETH map to age + poverty/WASH proxies.,Composition is site-specific.,High,OEF derived screening
Urban stormwater drainage coverage,NO-COVERAGE-CCRA-039,NO-COVERAGE-CCRA-039,No suitable dataset identified,n/a,Gap,No suitable open municipal stormwater drainage coverage GIS found for Ethiopian cities in this pass.,CCRA-039,Hydrogeological Disasters,Floods,Vulnerability,Ethiopia,n/a,unknown,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,No suitable open municipal stormwater drainage coverage GIS found for Ethiopian cities in this pass.,May exist inside restricted agency systems not published.,Medium,Gap
Waste Collection,ETH-A001,ETH-A001-CCRA-040,ESS / CSA population & housing census + projections (via IMIS / StatBank / HDX COD-PS),Ethiopian Statistical Service (ESS; formerly CSA),Hybrid,"Population counts, age/sex structure, housing & basic services proxies for E/V",CCRA-040,Public Health,Diseases,Vulnerability,Ethiopia,Woreda / town (ADM3) for COD-PS projections; census microgeography varies,city_or_municipality,present,2007 census + CSA/ESS projections (e.g. 2021/2022 COD-PS),Projection & survey releases,Tables / CSV (HDX); IMIS interactive,Open (aggregates); microdata restricted,See ESS/HDX,Partial (IMIS/StatBank),https://data.humdata.org/dataset/cod-ps-eth,http://imisethiopia.gov.et/,Official population statistics and projections; HDX COD-PS provides ADM0–3 sex/age disaggregated 2022 estimates based on CSA projections.,Last full census 2007; finer kebele/city-block extracts uneven. Urban service indicators often from surveys (DHS/HCES) not census grids.,High,Primary official
Water security index,ETH-A024,ETH-A024-CCRA-041,FAO / WaPOR / AQUASTAT — irrigated area & agricultural water,FAO,Vulnerability,Irrigation dependence and agricultural water-use proxies,CCRA-041,Water Resources,Droughts,Vulnerability,Ethiopia / basins,Raster / national tables,modeled_grid,present,WaPOR seasons; AQUASTAT series,Product cadence,GeoTIFF / tables,Open,See FAO,Yes,https://wapor.apps.fao.org/,https://www.fao.org/aquastat/,Remote-sensing and statistical irrigation/water products for drought sensitivity of agriculture.,Not a farm-registry census of large-scale irrigation schemes.,Medium,International modeled
Water security index,ETH-A031,ETH-A031-CCRA-041,WRI Aqueduct Water Risk / water security composites,World Resources Institute,Vulnerability,Water security / water risk proxy,CCRA-041,Water Resources,Droughts,Vulnerability,Global (incl. Ethiopia),Basin / sub-basin,modeled_grid,present;2030;2050,Aqueduct versions,Product versions,SHP / tools,Open,See WRI,Yes,https://www.wri.org/aqueduct,https://www.wri.org/aqueduct,Global water-risk proxy when no national open water-security index exists.,Not Ethiopia’s official water-security index.,Medium,International modeled
