indicator_name,dataset_id,row_id,dataset_name,publisher,dataset_type,information_requirements_satisfied,related_ccra_indicator,sectors_served,climatic_risks_served,risk_components,geographic_coverage,geographic_granularity,granularity_class,horizons_covered,temporal_coverage,update_frequency,data_format,open_restricted,license,api_available,download_url,documentation_url,short_description,limitations,confidence_level,authoritative_tier
Population density,AUS-A035,AUS-A035-CCRA-028,OEF shared city Exposure score (population density screening),Open Earth Foundation,Exposure,Shared E — ABS SA1 / WorldPop,CCRA-028,Energy Security; Food Security; Hydrogeological Disasters; Infrastructures; Public Health; Water Resources,Diseases; Droughts; Floods; Heatwaves; Landslides; Sea level rise,Exposure,City AOI,SA1 burned to H grid,neighborhood_or_small_area,present,Census-aligned,Per city run,COG / GPKG,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/collections/layers.yaml,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF shared E — ABS SA1 is natural grain (like ACS BG / StatCan DA / ONS LSOA).,Choose SA1 vs raster.,High,OEF derived screening
Port infrastructures,AUS-A014,AUS-A014-CCRA-029,CoastAdapt / Canute / GA coastal + IPCC AR6 regional SLR; state coastal hazard overlays,NCCARF / CSIRO / Geoscience Australia / states,Hazard,Sea-level change and coastal inundation/erosion hazard,CCRA-029,Infrastructures,Sea level rise,Exposure,Australian coast,Coastal segments / inundation rasters / planning overlays,other_or_mixed,present;2030;2050,AR6 / Canute / state overlays,Product/state updates,Portals / GeoTIFF / planning layers,Mostly open,Varies,Partial,https://coastadapt.com.au/,https://www.ga.gov.au/,Australian coastal SLR/inundation stack — CoastAdapt + state coastal hazard maps for capital cities.,State overlays differ; Canute is screening. Pair with flood studies for combined coastal–riverine.,High,Primary official
Port infrastructures,AUS-A026,AUS-A026-CCRA-029,Ports Australia / GA maritime infrastructure / OSM harbour features,Ports Australia / Geoscience Australia / OSM,Exposure,Port infrastructures,CCRA-029,Infrastructures,Sea level rise,Exposure,Australian coast,Port polygons / berths,facility_or_asset,present,Ongoing,Periodic,SHP / GeoJSON,Partially open,Varies / ODbL,Partial,https://www.portsaustralia.com.au/,https://www.ga.gov.au/,Port and harbour assets for SLR/coastal exposure.,Detailed asset GIS may be operator-restricted.,Medium,Secondary official
Power generation facilities,AUS-A022,AUS-A022-CCRA-030,AEMO / CER generator registers + WRI Global Power Plant Database,AEMO / Clean Energy Regulator / WRI,Exposure,Power generation facilities,CCRA-030,Energy Security,Droughts; Heatwaves,Exposure,Australia (NEM + SWIS/NWIS context),Facility points,facility_or_asset,present,Ongoing registers,Periodic,CSV / tables,Open,AEMO/CER / CC BY,Partial,https://aemo.com.au/,https://www.cer.gov.au/,Official generator locations for Energy Security exposure.,Some behind-meter/distributed assets incomplete.,High,Primary official
Protected areas,AUS-A018,AUS-A018-CCRA-031,Collaborative Australian Protected Areas Database (CAPAD) / WDPA,DCCEEW / UNEP-WCMC,Exposure,Protected areas,CCRA-031,Biodiversity,Droughts; Heatwaves,Exposure,Australia,PA polygons,facility_or_asset,present,Biennial CAPAD releases,Biennial,SHP / GDB,Open,CC BY,Yes,https://www.dcceew.gov.au/environment/land/nrs/science/capad,https://www.protectedplanet.net/,Official Australian protected areas database — preferred over WDPA alone.,WDPA as global complement.,High,Primary official
Railroad density,AUS-A021,AUS-A021-CCRA-032,"Geoscape / OSM / PSMA — roads, rail, ports, buildings; Microsoft footprints",Geoscape / OSM / Microsoft,Exposure,Road/rail/port density; buildings for hazard-prone households,CCRA-032,Infrastructures,Erosions; Heatwave; Landslides,Exposure,Australia,Vector networks / building polygons,facility_or_asset,present,Product vintages; OSM continuous,Periodic / continuous,SHP / PBF / GPKG,OSM open; Geoscape often licensed,ODbL / Geoscape commercial,Partial,https://download.geofabrik.de/australia-oceania/australia.html,https://geoscape.com.au/,OSM/open networks for road/rail/port exposure; Geoscape where licensed; Microsoft footprints as free buildings.,Geoscape Cadastre/Buildings often commercial — use OSM/Microsoft for open CCRA.,High,Secondary official
Relative humidity,AUS-A012,AUS-A012-CCRA-033,Bureau of Meteorology climate grids / AWAP / AGCD + drought statements; SPEI/CDD/Rx5day derivable,Bureau of Meteorology,Hazard,"Observed precip/temp extremes, humidity, drought indices (CDD, Rx5day, SPEI, total precip)",CCRA-033,Public Health,Diseases,Hazard,Australia,~0.05° climate grids / station network,modeled_grid,present,Multi-decadal observational,Near real-time / monthly,NetCDF / grids / BOM API,Open (registration for some),BOM copyright / CC terms,Yes,http://www.bom.gov.au/climate/,http://www.bom.gov.au/climate/averages/,National observational climate backbone for drought/flood extremes and humidity — city CCRA climatology.,Grid ≠ urban microclimate; use OEF LST for heat islands.,High,Primary official
Relative humidity,AUS-A013,AUS-A013-CCRA-033,CHIRPS + ERA5-Land extremes / OEF HWM & FRI inputs,UCSB CHIRPS / ECMWF / OEF transforms,Hazard,"Rx5day, CDD, heatwave magnitude, FRI futures as ensemble gap-fills",CCRA-033,Public Health,Diseases,Hazard,Global (incl. Australia),0.05°–0.1° / OEF derivatives,modeled_grid,present;2030;2050,Multi-decadal + OEF futures,Near real-time / CDS,GeoTIFF / NetCDF,Open,Open/Copernicus,Yes,https://www.chc.ucsb.edu/data/chirps,https://cds.climate.copernicus.eu/,Open global climate extremes and OEF heat/FRI derivatives as ensemble gap-fills.,Prefer BOM/CCiA for Australian official climate citation.,High,International modeled
Road density,AUS-A021,AUS-A021-CCRA-034,"Geoscape / OSM / PSMA — roads, rail, ports, buildings; Microsoft footprints",Geoscape / OSM / Microsoft,Exposure,Road/rail/port density; buildings for hazard-prone households,CCRA-034,Infrastructures,Erosions; Heatwave; Landslides,Exposure,Australia,Vector networks / building polygons,facility_or_asset,present,Product vintages; OSM continuous,Periodic / continuous,SHP / PBF / GPKG,OSM open; Geoscape often licensed,ODbL / Geoscape commercial,Partial,https://download.geofabrik.de/australia-oceania/australia.html,https://geoscape.com.au/,OSM/open networks for road/rail/port exposure; Geoscape where licensed; Microsoft footprints as free buildings.,Geoscape Cadastre/Buildings often commercial — use OSM/Microsoft for open CCRA.,High,Secondary official
Sea Level change,AUS-A011,AUS-A011-CCRA-035,Climate Change in Australia / NCRA / CSIRO–BoM national climate projections (CMIP),CSIRO / Bureau of Meteorology / DCCEEW,Hazard,"Official Australian climate futures: extremes, temperature, precipitation, drought/SLR context",CCRA-035,Infrastructures,Sea level rise,Hazard,Australia,Projection grids / cluster products,modeled_grid,present;2030;2050,Baseline + mid/late century pathways,NCRA / CCiA releases,NetCDF / portals / maps,Open,CSIRO/BoM terms,Partial,https://www.climatechangeinaustralia.gov.au/,https://www.dcceew.gov.au/,Authoritative Australian climate projection stack for 2030/2050 hazard horizons — prefer over CHIRPS alone for AUS citation.,Grid scale coarser than city LST; pair with OEF heat_hazard for urban UHI.,High,Primary official
Sea Level change,AUS-A014,AUS-A014-CCRA-035,CoastAdapt / Canute / GA coastal + IPCC AR6 regional SLR; state coastal hazard overlays,NCCARF / CSIRO / Geoscience Australia / states,Hazard,Sea-level change and coastal inundation/erosion hazard,CCRA-035,Infrastructures,Sea level rise,Hazard,Australian coast,Coastal segments / inundation rasters / planning overlays,other_or_mixed,present;2030;2050,AR6 / Canute / state overlays,Product/state updates,Portals / GeoTIFF / planning layers,Mostly open,Varies,Partial,https://coastadapt.com.au/,https://www.ga.gov.au/,Australian coastal SLR/inundation stack — CoastAdapt + state coastal hazard maps for capital cities.,State overlays differ; Canute is screening. Pair with flood studies for combined coastal–riverine.,High,Primary official
Standardized Precipitation Evapotranspiration Index (SPEI),AUS-A011,AUS-A011-CCRA-036,Climate Change in Australia / NCRA / CSIRO–BoM national climate projections (CMIP),CSIRO / Bureau of Meteorology / DCCEEW,Hazard,"Official Australian climate futures: extremes, temperature, precipitation, drought/SLR context",CCRA-036,Biodiversity; Energy Security; Food Security; Water Resources,Droughts,Hazard,Australia,Projection grids / cluster products,modeled_grid,present;2030;2050,Baseline + mid/late century pathways,NCRA / CCiA releases,NetCDF / portals / maps,Open,CSIRO/BoM terms,Partial,https://www.climatechangeinaustralia.gov.au/,https://www.dcceew.gov.au/,Authoritative Australian climate projection stack for 2030/2050 hazard horizons — prefer over CHIRPS alone for AUS citation.,Grid scale coarser than city LST; pair with OEF heat_hazard for urban UHI.,High,Primary official
Standardized Precipitation Evapotranspiration Index (SPEI),AUS-A012,AUS-A012-CCRA-036,Bureau of Meteorology climate grids / AWAP / AGCD + drought statements; SPEI/CDD/Rx5day derivable,Bureau of Meteorology,Hazard,"Observed precip/temp extremes, humidity, drought indices (CDD, Rx5day, SPEI, total precip)",CCRA-036,Biodiversity; Energy Security; Food Security; Water Resources,Droughts,Hazard,Australia,~0.05° climate grids / station network,modeled_grid,present,Multi-decadal observational,Near real-time / monthly,NetCDF / grids / BOM API,Open (registration for some),BOM copyright / CC terms,Yes,http://www.bom.gov.au/climate/,http://www.bom.gov.au/climate/averages/,National observational climate backbone for drought/flood extremes and humidity — city CCRA climatology.,Grid ≠ urban microclimate; use OEF LST for heat islands.,High,Primary official
Standardized Precipitation Evapotranspiration Index (SPEI),AUS-A013,AUS-A013-CCRA-036,CHIRPS + ERA5-Land extremes / OEF HWM & FRI inputs,UCSB CHIRPS / ECMWF / OEF transforms,Hazard,"Rx5day, CDD, heatwave magnitude, FRI futures as ensemble gap-fills",CCRA-036,Biodiversity; Energy Security; Food Security; Water Resources,Droughts,Hazard,Global (incl. Australia),0.05°–0.1° / OEF derivatives,modeled_grid,present;2030;2050,Multi-decadal + OEF futures,Near real-time / CDS,GeoTIFF / NetCDF,Open,Open/Copernicus,Yes,https://www.chc.ucsb.edu/data/chirps,https://cds.climate.copernicus.eu/,Open global climate extremes and OEF heat/FRI derivatives as ensemble gap-fills.,Prefer BOM/CCiA for Australian official climate citation.,High,International modeled
Total precipitation,AUS-A011,AUS-A011-CCRA-037,Climate Change in Australia / NCRA / CSIRO–BoM national climate projections (CMIP),CSIRO / Bureau of Meteorology / DCCEEW,Hazard,"Official Australian climate futures: extremes, temperature, precipitation, drought/SLR context",CCRA-037,Food Security,Floods,Hazard,Australia,Projection grids / cluster products,modeled_grid,present;2030;2050,Baseline + mid/late century pathways,NCRA / CCiA releases,NetCDF / portals / maps,Open,CSIRO/BoM terms,Partial,https://www.climatechangeinaustralia.gov.au/,https://www.dcceew.gov.au/,Authoritative Australian climate projection stack for 2030/2050 hazard horizons — prefer over CHIRPS alone for AUS citation.,Grid scale coarser than city LST; pair with OEF heat_hazard for urban UHI.,High,Primary official
Total precipitation,AUS-A012,AUS-A012-CCRA-037,Bureau of Meteorology climate grids / AWAP / AGCD + drought statements; SPEI/CDD/Rx5day derivable,Bureau of Meteorology,Hazard,"Observed precip/temp extremes, humidity, drought indices (CDD, Rx5day, SPEI, total precip)",CCRA-037,Food Security,Floods,Hazard,Australia,~0.05° climate grids / station network,modeled_grid,present,Multi-decadal observational,Near real-time / monthly,NetCDF / grids / BOM API,Open (registration for some),BOM copyright / CC terms,Yes,http://www.bom.gov.au/climate/,http://www.bom.gov.au/climate/averages/,National observational climate backbone for drought/flood extremes and humidity — city CCRA climatology.,Grid ≠ urban microclimate; use OEF LST for heat islands.,High,Primary official
Total precipitation,AUS-A013,AUS-A013-CCRA-037,CHIRPS + ERA5-Land extremes / OEF HWM & FRI inputs,UCSB CHIRPS / ECMWF / OEF transforms,Hazard,"Rx5day, CDD, heatwave magnitude, FRI futures as ensemble gap-fills",CCRA-037,Food Security,Floods,Hazard,Global (incl. Australia),0.05°–0.1° / OEF derivatives,modeled_grid,present;2030;2050,Multi-decadal + OEF futures,Near real-time / CDS,GeoTIFF / NetCDF,Open,Open/Copernicus,Yes,https://www.chc.ucsb.edu/data/chirps,https://cds.climate.copernicus.eu/,Open global climate extremes and OEF heat/FRI derivatives as ensemble gap-fills.,Prefer BOM/CCiA for Australian official climate citation.,High,International modeled
Urban infrastructure social vulnerability,AUS-A001,AUS-A001-CCRA-038,"ABS Census of Population and Housing 2021 — SA1/SA2 General Community Profiles (age, income, housing, dwellings)",Australian Bureau of Statistics (ABS),Hybrid,"Population density, age distribution, income, housing/WASH proxies for E/V",CCRA-038,Infrastructures,Erosions; Heatwave; Landslides; Sea level rise,Exposure,Australia,SA1 (~200–800 people) / SA2; Mesh Block for some counts,neighborhood_or_small_area,present,2021 Census (+ 2016 comparable),Census cycle (5 years),CSV / TableBuilder / DataPacks / API,Open,Creative Commons Attribution 4.0 (ABS),Yes (ABS.Stat / Data API),https://www.abs.gov.au/census,https://www.abs.gov.au/statistics/people/population,"National gold-standard E/V backbone at SA1: age, income, tenure, dwelling type — city CCRA ready (closest ACS/LSOA analogue).",Urban piped water/sanitation near-universal — use carefully for WASH; remote/Indigenous gaps remain.,High,Primary official
Urban infrastructure social vulnerability,AUS-A002,AUS-A002-CCRA-038,ABS SEIFA 2021 (IRSD / IRSAD / IER / IEO) — SA1,Australian Bureau of Statistics,Vulnerability,Income and multi-domain socio-economic disadvantage for V,CCRA-038,Infrastructures,Erosions; Heatwave; Landslides; Sea level rise,Exposure,Australia,SA1 (also SA2/LGA/SAL/POA aggregates),neighborhood_or_small_area,present,2021 (from Census),Census cycle,CSV / ArcGIS FeatureServer,Open,CC BY 4.0 (ABS),Yes (web services),https://www.abs.gov.au/statistics/people/people-and-communities/socio-economic-indexes-areas-seifa-australia/latest-release,https://www.abs.gov.au/methodologies/socio-economic-indexes-areas-seifa-australia-methodology/2021,Canonical small-area disadvantage indexes — preferred Income/V proxy at SA1 (IMD analogue).,Relative ranks; IRSD ≠ absolute poverty. Prefer Census income fields for some compositions.,High,Primary official
Urban infrastructure social vulnerability,AUS-A021,AUS-A021-CCRA-038,"Geoscape / OSM / PSMA — roads, rail, ports, buildings; Microsoft footprints",Geoscape / OSM / Microsoft,Exposure,Road/rail/port density; buildings for hazard-prone households,CCRA-038,Infrastructures,Erosions; Heatwave; Landslides; Sea level rise,Exposure,Australia,Vector networks / building polygons,facility_or_asset,present,Product vintages; OSM continuous,Periodic / continuous,SHP / PBF / GPKG,OSM open; Geoscape often licensed,ODbL / Geoscape commercial,Partial,https://download.geofabrik.de/australia-oceania/australia.html,https://geoscape.com.au/,OSM/open networks for road/rail/port exposure; Geoscape where licensed; Microsoft footprints as free buildings.,Geoscape Cadastre/Buildings often commercial — use OSM/Microsoft for open CCRA.,High,Secondary official
Urban infrastructure social vulnerability,AUS-A036,AUS-A036-CCRA-038,OEF shared city Vulnerability score (age/social screening),Open Earth Foundation,Vulnerability,"Shared V — age, SEIFA/IRSD, housing from Census",CCRA-038,Infrastructures,Erosions; Heatwave; Landslides; Sea level rise,Exposure,City AOI,SA1,neighborhood_or_small_area,present,Census/SEIFA-aligned,Per city run,COG / GPKG,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/collections/layers.yaml,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF shared V from ABS Census + SEIFA — strong V stack for AUS cities.,Composition site-specific; energy poverty constructed not official fuel poverty.,High,OEF derived screening
Urban stormwater drainage coverage,NO-COVERAGE-CCRA-039,NO-COVERAGE-CCRA-039,No suitable dataset identified (asset coverage),—,Other,Urban stormwater drainage network coverage (% roads/areas served),CCRA-039,Hydrogeological Disasters,Floods,Vulnerability,Australia,—,unknown,n/a,—,—,—,—,—,—,—,—,No open national or systematic LGA stormwater pipe/network coverage inventory. Council drainage GIS usually restricted. OEF drainage_constrained / WOfS/surface flooding are hazard proxies only.,Hard gap. Related hazard: AFRIP/state flood + OEF nbs drainage_constrained.,Low,Gap
Waste Collection,AUS-A025,AUS-A025-CCRA-040,ABS / state waste statistics + council kerbside collection open data,ABS / DCCEEW / councils,Vulnerability,Waste collection coverage proxies,CCRA-040,Public Health,Diseases,Vulnerability,Australia,LGA / state; some council service areas,city_or_municipality,present,Annual waste accounts,Annual / council updates,Tables / open data,Partially open,Varies,Partial,https://www.abs.gov.au/,https://www.dcceew.gov.au/environment/protection/waste,National/state waste stats and selected LGA service layers for waste-collection V.,Not a seamless national household coverage GIS.,Medium,Secondary official
Water security index,AUS-A012,AUS-A012-CCRA-041,Bureau of Meteorology climate grids / AWAP / AGCD + drought statements; SPEI/CDD/Rx5day derivable,Bureau of Meteorology,Hazard,"Observed precip/temp extremes, humidity, drought indices (CDD, Rx5day, SPEI, total precip)",CCRA-041,Water Resources,Droughts,Vulnerability,Australia,~0.05° climate grids / station network,modeled_grid,present,Multi-decadal observational,Near real-time / monthly,NetCDF / grids / BOM API,Open (registration for some),BOM copyright / CC terms,Yes,http://www.bom.gov.au/climate/,http://www.bom.gov.au/climate/averages/,National observational climate backbone for drought/flood extremes and humidity — city CCRA climatology.,Grid ≠ urban microclimate; use OEF LST for heat islands.,High,Primary official
Water security index,AUS-A024,AUS-A024-CCRA-041,BOM National Performance Report (urban water) + National Water Account + Water Market Information,Bureau of Meteorology / ABARES,Vulnerability,Water security / urban water performance; drought context,CCRA-041,Water Resources,Droughts,Vulnerability,Australia (major utilities / water regions),Utility / water region,city_or_municipality,present,Annual NPR / NWA,Annual,Tables / reports / spatial NWA,Open,BOM/ABARES terms,Partial,http://www.bom.gov.au/water/npr/,http://www.bom.gov.au/water/nwa/,Urban water utility performance and national water accounts — primary Water security index inputs.,Utility-level not SA1; combine with Census water access for neighbourhood V.,High,Primary official
