iso3,country,related_gpc_sector,sector_name,rank_in_sector,dataset_id,dataset_name,publisher,confidence_level,granularity_class,authoritative_tier,granularity_label
ARG,Argentina,II.3,Waterborne navigation,2,ARG-001,Inventario Nacional de Gases de Efecto Invernadero (INGEI) / Informe Nacional de Inventario (INI),"Subsecretaría de Ambiente (Secretaría de Ambiente, Turismo y Deportes)",High,national,Primary official,National only (needs downscaling to city)
ARG,Argentina,II.3,Waterborne navigation,3,ARG-016,Estadísticas portuarias / fluvial-marítima (AGP y Ministerio de Transporte),Administración General de Puertos / Ministerio de Transporte,Medium,national,Primary official,National only (needs downscaling to city)
ARG,Argentina,II.4,Aviation,1,ARG-015,ANAC / estadísticas aeroportuarias y aviación,Administración Nacional de Aviación Civil (ANAC),High,facility_or_asset,Primary official,Facility / asset (point sources in cities)
ARG,Argentina,II.4,Aviation,2,ARG-002,Asignación por jurisdicción del INGEI (desagregación provincial),Subsecretaría de Ambiente,High,other_or_mixed,Primary official,Mixed / other
ARG,Argentina,II.4,Aviation,3,ARG-001,Inventario Nacional de Gases de Efecto Invernadero (INGEI) / Informe Nacional de Inventario (INI),"Subsecretaría de Ambiente (Secretaría de Ambiente, Turismo y Deportes)",High,national,Primary official,National only (needs downscaling to city)
ARG,Argentina,II.5,Off-road transportation,1,ARG-007,Volúmenes de combustibles — bocas de expendio y despacho (Res. S.E. 1104/2004 y afines),Secretaría de Energía,High,facility_or_asset,Primary official,Facility / asset (point sources in cities)
ARG,Argentina,II.5,Off-road transportation,2,ARG-002,Asignación por jurisdicción del INGEI (desagregación provincial),Subsecretaría de Ambiente,High,other_or_mixed,Primary official,Mixed / other
ARG,Argentina,II.5,Off-road transportation,3,ARG-001,Inventario Nacional de Gases de Efecto Invernadero (INGEI) / Informe Nacional de Inventario (INI),"Subsecretaría de Ambiente (Secretaría de Ambiente, Turismo y Deportes)",High,national,Primary official,National only (needs downscaling to city)
ARG,Argentina,III.1,Solid waste disposal,1,ARG-013,Inventario de GEI de la Ciudad de Buenos Aires (IGEI CABA) — GPC,Gobierno de la Ciudad Autónoma de Buenos Aires,High,city_or_municipality,City official,City / municipality (city-ready)
ARG,Argentina,III.1,Solid waste disposal,2,ARG-002,Asignación por jurisdicción del INGEI (desagregación provincial),Subsecretaría de Ambiente,High,other_or_mixed,Primary official,Mixed / other
ARG,Argentina,III.1,Solid waste disposal,3,ARG-001,Inventario Nacional de Gases de Efecto Invernadero (INGEI) / Informe Nacional de Inventario (INI),"Subsecretaría de Ambiente (Secretaría de Ambiente, Turismo y Deportes)",High,national,Primary official,National only (needs downscaling to city)
ARG,Argentina,III.2,Biological treatment of waste,1,ARG-013,Inventario de GEI de la Ciudad de Buenos Aires (IGEI CABA) — GPC,Gobierno de la Ciudad Autónoma de Buenos Aires,High,city_or_municipality,City official,City / municipality (city-ready)
ARG,Argentina,III.2,Biological treatment of waste,2,ARG-002,Asignación por jurisdicción del INGEI (desagregación provincial),Subsecretaría de Ambiente,High,other_or_mixed,Primary official,Mixed / other
ARG,Argentina,III.2,Biological treatment of waste,3,ARG-001,Inventario Nacional de Gases de Efecto Invernadero (INGEI) / Informe Nacional de Inventario (INI),"Subsecretaría de Ambiente (Secretaría de Ambiente, Turismo y Deportes)",High,national,Primary official,National only (needs downscaling to city)
ARG,Argentina,III.3,Incineration & open burning,1,ARG-002,Asignación por jurisdicción del INGEI (desagregación provincial),Subsecretaría de Ambiente,High,other_or_mixed,Primary official,Mixed / other
ARG,Argentina,III.3,Incineration & open burning,2,ARG-001,Inventario Nacional de Gases de Efecto Invernadero (INGEI) / Informe Nacional de Inventario (INI),"Subsecretaría de Ambiente (Secretaría de Ambiente, Turismo y Deportes)",High,national,Primary official,National only (needs downscaling to city)
ARG,Argentina,III.3,Incineration & open burning,3,ARG-011,Observatorio / estadísticas de RSU (ENGIRSU y productos provinciales),Subsecretaría de Ambiente / provincias / municipios,Medium,state_or_province,Primary official,State / province (needs downscaling to city)
ARG,Argentina,III.4,Wastewater treatment & discharge,1,ARG-013,Inventario de GEI de la Ciudad de Buenos Aires (IGEI CABA) — GPC,Gobierno de la Ciudad Autónoma de Buenos Aires,High,city_or_municipality,City official,City / municipality (city-ready)
ARG,Argentina,III.4,Wastewater treatment & discharge,2,ARG-002,Asignación por jurisdicción del INGEI (desagregación provincial),Subsecretaría de Ambiente,High,other_or_mixed,Primary official,Mixed / other
ARG,Argentina,III.4,Wastewater treatment & discharge,3,ARG-001,Inventario Nacional de Gases de Efecto Invernadero (INGEI) / Informe Nacional de Inventario (INI),"Subsecretaría de Ambiente (Secretaría de Ambiente, Turismo y Deportes)",High,national,Primary official,National only (needs downscaling to city)
ARG,Argentina,IV.1,Industrial processes,1,ARG-002,Asignación por jurisdicción del INGEI (desagregación provincial),Subsecretaría de Ambiente,High,other_or_mixed,Primary official,Mixed / other
ARG,Argentina,IV.1,Industrial processes,2,ARG-001,Inventario Nacional de Gases de Efecto Invernadero (INGEI) / Informe Nacional de Inventario (INI),"Subsecretaría de Ambiente (Secretaría de Ambiente, Turismo y Deportes)",High,national,Primary official,National only (needs downscaling to city)
ARG,Argentina,IV.1,Industrial processes,3,ARG-020,EDGAR GHG gridded & cities emissions,European Commission JRC,High,modeled_grid,International modeled,Modeled / international (cross-check only)
ARG,Argentina,IV.2,Product use,1,ARG-002,Asignación por jurisdicción del INGEI (desagregación provincial),Subsecretaría de Ambiente,High,other_or_mixed,Primary official,Mixed / other
ARG,Argentina,IV.2,Product use,2,ARG-001,Inventario Nacional de Gases de Efecto Invernadero (INGEI) / Informe Nacional de Inventario (INI),"Subsecretaría de Ambiente (Secretaría de Ambiente, Turismo y Deportes)",High,national,Primary official,National only (needs downscaling to city)
ARG,Argentina,IV.2,Product use,3,ARG-019,F-gases / uso de productos (INGEI IPPU + desagregación provincial parcial),Subsecretaría de Ambiente,Medium,national,Primary official,National only (needs downscaling to city)
ARG,Argentina,V.1,Livestock,1,ARG-002,Asignación por jurisdicción del INGEI (desagregación provincial),Subsecretaría de Ambiente,High,other_or_mixed,Primary official,Mixed / other
ARG,Argentina,V.1,Livestock,2,ARG-001,Inventario Nacional de Gases de Efecto Invernadero (INGEI) / Informe Nacional de Inventario (INI),"Subsecretaría de Ambiente (Secretaría de Ambiente, Turismo y Deportes)",High,national,Primary official,National only (needs downscaling to city)
ARG,Argentina,V.1,Livestock,3,ARG-009,Censo Nacional Agropecuario (CNA 2018) y estadísticas agropecuarias,INDEC / Ministerio de Agricultura (encuestas),High,national,Primary official,National only (needs downscaling to city)
ARG,Argentina,V.2,Land,1,ARG-002,Asignación por jurisdicción del INGEI (desagregación provincial),Subsecretaría de Ambiente,High,other_or_mixed,Primary official,Mixed / other
ARG,Argentina,V.2,Land,2,ARG-010,Inventario Nacional Forestal / monitoreo de bosques (UMSEF / Dirección de Bosques),Ministerio de Ambiente / Dirección Nacional de Bosques (UMSEF),High,state_or_province,Primary official,State / province (needs downscaling to city)
ARG,Argentina,V.2,Land,3,ARG-001,Inventario Nacional de Gases de Efecto Invernadero (INGEI) / Informe Nacional de Inventario (INI),"Subsecretaría de Ambiente (Secretaría de Ambiente, Turismo y Deportes)",High,national,Primary official,National only (needs downscaling to city)
ARG,Argentina,V.3,Aggregate sources & non-CO₂ emissions sources on land,1,ARG-002,Asignación por jurisdicción del INGEI (desagregación provincial),Subsecretaría de Ambiente,High,other_or_mixed,Primary official,Mixed / other
ARG,Argentina,V.3,Aggregate sources & non-CO₂ emissions sources on land,2,ARG-001,Inventario Nacional de Gases de Efecto Invernadero (INGEI) / Informe Nacional de Inventario (INI),"Subsecretaría de Ambiente (Secretaría de Ambiente, Turismo y Deportes)",High,national,Primary official,National only (needs downscaling to city)
ARG,Argentina,V.3,Aggregate sources & non-CO₂ emissions sources on land,3,ARG-009,Censo Nacional Agropecuario (CNA 2018) y estadísticas agropecuarias,INDEC / Ministerio de Agricultura (encuestas),High,national,Primary official,National only (needs downscaling to city)
ARG,Argentina,VI.1,Other Scope 3,1,ARG-008,INDEC — Cuenta de emisiones al aire (CEA-GEI) / cuentas ambientales,Instituto Nacional de Estadística y Censos (INDEC),High,national,Primary official,National only (needs downscaling to city)
MEX,Mexico,I.1,Residential buildings,1,MEX-014,Inventario de Emisiones de la ZMVM / CDMX (SEDEMA) — GEI y contaminantes,Secretaría del Medio Ambiente de la Ciudad de México (SEDEMA),High,city_or_municipality,City / metro official,City / municipality (city-ready)
MEX,Mexico,I.1,Residential buildings,2,MEX-004,Sistema de Información Energética (SIE),SENER,High,state_or_province,Primary official,State / province (needs downscaling to city)
MEX,Mexico,I.1,Residential buildings,3,MEX-008,CRE / SENER — estadísticas de gas natural y petrolíferos,CRE / SENER,High,state_or_province,Primary official,State / province (needs downscaling to city)
MEX,Mexico,I.2,Commercial & institutional buildings,1,MEX-014,Inventario de Emisiones de la ZMVM / CDMX (SEDEMA) — GEI y contaminantes,Secretaría del Medio Ambiente de la Ciudad de México (SEDEMA),High,city_or_municipality,City / metro official,City / municipality (city-ready)
MEX,Mexico,I.2,Commercial & institutional buildings,2,MEX-004,Sistema de Información Energética (SIE),SENER,High,state_or_province,Primary official,State / province (needs downscaling to city)
MEX,Mexico,I.2,Commercial & institutional buildings,3,MEX-008,CRE / SENER — estadísticas de gas natural y petrolíferos,CRE / SENER,High,state_or_province,Primary official,State / province (needs downscaling to city)
MEX,Mexico,I.3,Manufacturing industries & construction,1,MEX-014,Inventario de Emisiones de la ZMVM / CDMX (SEDEMA) — GEI y contaminantes,Secretaría del Medio Ambiente de la Ciudad de México (SEDEMA),High,city_or_municipality,City / metro official,City / municipality (city-ready)
MEX,Mexico,I.3,Manufacturing industries & construction,2,MEX-002,Registro Nacional de Emisiones (RENE),SEMARNAT,High,facility_or_asset,Primary official,Facility / asset (point sources in cities)
MEX,Mexico,I.3,Manufacturing industries & construction,3,MEX-004,Sistema de Información Energética (SIE),SENER,High,state_or_province,Primary official,State / province (needs downscaling to city)
MEX,Mexico,I.4,Energy industries,1,MEX-014,Inventario de Emisiones de la ZMVM / CDMX (SEDEMA) — GEI y contaminantes,Secretaría del Medio Ambiente de la Ciudad de México (SEDEMA),High,city_or_municipality,City / metro official,City / municipality (city-ready)
MEX,Mexico,I.4,Energy industries,2,MEX-002,Registro Nacional de Emisiones (RENE),SEMARNAT,High,facility_or_asset,Primary official,Facility / asset (point sources in cities)
MEX,Mexico,I.4,Energy industries,3,MEX-004,Sistema de Información Energética (SIE),SENER,High,state_or_province,Primary official,State / province (needs downscaling to city)
MEX,Mexico,I.5,"Agriculture, forestry & fishing energy",1,MEX-011,Censo Agropecuario / SIAP — estadísticas agropecuarias,INEGI / SIAP (SADER),High,city_or_municipality,Primary official,City / municipality (city-ready)
MEX,Mexico,I.5,"Agriculture, forestry & fishing energy",2,MEX-001,Inventario Nacional de Emisiones de Gases y Compuestos de Efecto Invernadero (INEGyCEI),Instituto Nacional de Ecología y Cambio Climático (INECC) / SEMARNAT,High,national,Primary official,National only (needs downscaling to city)
MEX,Mexico,I.5,"Agriculture, forestry & fishing energy",3,MEX-003,Balance Nacional de Energía (BNE),Secretaría de Energía (SENER),High,national,Primary official,National only (needs downscaling to city)
MEX,Mexico,I.7,"Fugitive emissions from mining, processing, storage & transport of coal",1,MEX-001,Inventario Nacional de Emisiones de Gases y Compuestos de Efecto Invernadero (INEGyCEI),Instituto Nacional de Ecología y Cambio Climático (INECC) / SEMARNAT,High,national,Primary official,National only (needs downscaling to city)
MEX,Mexico,I.8,Fugitive emissions from oil & natural gas systems,1,MEX-002,Registro Nacional de Emisiones (RENE),SEMARNAT,High,facility_or_asset,Primary official,Facility / asset (point sources in cities)
MEX,Mexico,I.8,Fugitive emissions from oil & natural gas systems,2,MEX-004,Sistema de Información Energética (SIE),SENER,High,state_or_province,Primary official,State / province (needs downscaling to city)
MEX,Mexico,I.8,Fugitive emissions from oil & natural gas systems,3,MEX-007,CNH Tablero de Producción / PEMEX BDI — hidrocarburos,Comisión Nacional de Hidrocarburos (CNH) / PEMEX,High,other_or_mixed,Primary official,Mixed / other
MEX,Mexico,II.1,On-road transportation,1,MEX-009,"INEGI — parque vehicular, transporte y estadísticas de movilidad",Instituto Nacional de Estadística y Geografía (INEGI),High,city_or_municipality,Primary official,City / municipality (city-ready)
MEX,Mexico,II.1,On-road transportation,2,MEX-014,Inventario de Emisiones de la ZMVM / CDMX (SEDEMA) — GEI y contaminantes,Secretaría del Medio Ambiente de la Ciudad de México (SEDEMA),High,city_or_municipality,City / metro official,City / municipality (city-ready)
MEX,Mexico,II.1,On-road transportation,3,MEX-004,Sistema de Información Energética (SIE),SENER,High,state_or_province,Primary official,State / province (needs downscaling to city)
MEX,Mexico,II.2,Railways,1,MEX-009,"INEGI — parque vehicular, transporte y estadísticas de movilidad",Instituto Nacional de Estadística y Geografía (INEGI),High,city_or_municipality,Primary official,City / municipality (city-ready)
MEX,Mexico,II.2,Railways,2,MEX-014,Inventario de Emisiones de la ZMVM / CDMX (SEDEMA) — GEI y contaminantes,Secretaría del Medio Ambiente de la Ciudad de México (SEDEMA),High,city_or_municipality,City / metro official,City / municipality (city-ready)
MEX,Mexico,II.2,Railways,3,MEX-010,"SCT / AFAC — estadísticas aeroportuarias, ferroviarias y marítimas",SICT / Agencia Federal de Aviación Civil / autoridades portuarias,High,facility_or_asset,Primary official,Facility / asset (point sources in cities)
MEX,Mexico,II.3,Waterborne navigation,1,MEX-010,"SCT / AFAC — estadísticas aeroportuarias, ferroviarias y marítimas",SICT / Agencia Federal de Aviación Civil / autoridades portuarias,High,facility_or_asset,Primary official,Facility / asset (point sources in cities)
MEX,Mexico,II.3,Waterborne navigation,2,MEX-001,Inventario Nacional de Emisiones de Gases y Compuestos de Efecto Invernadero (INEGyCEI),Instituto Nacional de Ecología y Cambio Climático (INECC) / SEMARNAT,High,national,Primary official,National only (needs downscaling to city)
MEX,Mexico,II.3,Waterborne navigation,3,MEX-020,EDGAR GHG gridded & cities emissions,European Commission JRC,High,modeled_grid,International modeled,Modeled / international (cross-check only)
MEX,Mexico,II.4,Aviation,1,MEX-010,"SCT / AFAC — estadísticas aeroportuarias, ferroviarias y marítimas",SICT / Agencia Federal de Aviación Civil / autoridades portuarias,High,facility_or_asset,Primary official,Facility / asset (point sources in cities)
MEX,Mexico,II.4,Aviation,2,MEX-001,Inventario Nacional de Emisiones de Gases y Compuestos de Efecto Invernadero (INEGyCEI),Instituto Nacional de Ecología y Cambio Climático (INECC) / SEMARNAT,High,national,Primary official,National only (needs downscaling to city)
MEX,Mexico,II.4,Aviation,3,MEX-020,EDGAR GHG gridded & cities emissions,European Commission JRC,High,modeled_grid,International modeled,Modeled / international (cross-check only)
MEX,Mexico,II.5,Off-road transportation,1,MEX-002,Registro Nacional de Emisiones (RENE),SEMARNAT,High,facility_or_asset,Primary official,Facility / asset (point sources in cities)
MEX,Mexico,II.5,Off-road transportation,2,MEX-001,Inventario Nacional de Emisiones de Gases y Compuestos de Efecto Invernadero (INEGyCEI),Instituto Nacional de Ecología y Cambio Climático (INECC) / SEMARNAT,High,national,Primary official,National only (needs downscaling to city)
MEX,Mexico,II.5,Off-road transportation,3,MEX-017,Factores de emisión y calculadora RENE / CONUEE,SEMARNAT / INECC / CONUEE,High,national,Primary official,National only (needs downscaling to city)
MEX,Mexico,III.1,Solid waste disposal,1,MEX-014,Inventario de Emisiones de la ZMVM / CDMX (SEDEMA) — GEI y contaminantes,Secretaría del Medio Ambiente de la Ciudad de México (SEDEMA),High,city_or_municipality,City / metro official,City / municipality (city-ready)
MEX,Mexico,III.1,Solid waste disposal,2,MEX-002,Registro Nacional de Emisiones (RENE),SEMARNAT,High,facility_or_asset,Primary official,Facility / asset (point sources in cities)
MEX,Mexico,III.1,Solid waste disposal,3,MEX-001,Inventario Nacional de Emisiones de Gases y Compuestos de Efecto Invernadero (INEGyCEI),Instituto Nacional de Ecología y Cambio Climático (INECC) / SEMARNAT,High,national,Primary official,National only (needs downscaling to city)
MEX,Mexico,III.2,Biological treatment of waste,1,MEX-014,Inventario de Emisiones de la ZMVM / CDMX (SEDEMA) — GEI y contaminantes,Secretaría del Medio Ambiente de la Ciudad de México (SEDEMA),High,city_or_municipality,City / metro official,City / municipality (city-ready)
MEX,Mexico,III.2,Biological treatment of waste,2,MEX-001,Inventario Nacional de Emisiones de Gases y Compuestos de Efecto Invernadero (INEGyCEI),Instituto Nacional de Ecología y Cambio Climático (INECC) / SEMARNAT,High,national,Primary official,National only (needs downscaling to city)
MEX,Mexico,III.2,Biological treatment of waste,3,MEX-013,SEMARNAT — diagnósticos y estadísticas de residuos (RSU / RME),SEMARNAT / gobiernos estatales y municipales,Medium,city_or_municipality,Primary official,City / municipality (city-ready)
MEX,Mexico,III.3,Incineration & open burning,1,MEX-014,Inventario de Emisiones de la ZMVM / CDMX (SEDEMA) — GEI y contaminantes,Secretaría del Medio Ambiente de la Ciudad de México (SEDEMA),High,city_or_municipality,City / metro official,City / municipality (city-ready)
MEX,Mexico,III.3,Incineration & open burning,2,MEX-001,Inventario Nacional de Emisiones de Gases y Compuestos de Efecto Invernadero (INEGyCEI),Instituto Nacional de Ecología y Cambio Climático (INECC) / SEMARNAT,High,national,Primary official,National only (needs downscaling to city)
MEX,Mexico,III.3,Incineration & open burning,3,MEX-013,SEMARNAT — diagnósticos y estadísticas de residuos (RSU / RME),SEMARNAT / gobiernos estatales y municipales,Medium,city_or_municipality,Primary official,City / municipality (city-ready)
MEX,Mexico,III.4,Wastewater treatment & discharge,1,MEX-014,Inventario de Emisiones de la ZMVM / CDMX (SEDEMA) — GEI y contaminantes,Secretaría del Medio Ambiente de la Ciudad de México (SEDEMA),High,city_or_municipality,City / metro official,City / municipality (city-ready)
MEX,Mexico,III.4,Wastewater treatment & discharge,2,MEX-002,Registro Nacional de Emisiones (RENE),SEMARNAT,High,facility_or_asset,Primary official,Facility / asset (point sources in cities)
MEX,Mexico,III.4,Wastewater treatment & discharge,3,MEX-001,Inventario Nacional de Emisiones de Gases y Compuestos de Efecto Invernadero (INEGyCEI),Instituto Nacional de Ecología y Cambio Climático (INECC) / SEMARNAT,High,national,Primary official,National only (needs downscaling to city)
MEX,Mexico,IV.1,Industrial processes,1,MEX-014,Inventario de Emisiones de la ZMVM / CDMX (SEDEMA) — GEI y contaminantes,Secretaría del Medio Ambiente de la Ciudad de México (SEDEMA),High,city_or_municipality,City / metro official,City / municipality (city-ready)
MEX,Mexico,IV.1,Industrial processes,2,MEX-002,Registro Nacional de Emisiones (RENE),SEMARNAT,High,facility_or_asset,Primary official,Facility / asset (point sources in cities)
MEX,Mexico,IV.1,Industrial processes,3,MEX-001,Inventario Nacional de Emisiones de Gases y Compuestos de Efecto Invernadero (INEGyCEI),Instituto Nacional de Ecología y Cambio Climático (INECC) / SEMARNAT,High,national,Primary official,National only (needs downscaling to city)
MEX,Mexico,IV.2,Product use,1,MEX-014,Inventario de Emisiones de la ZMVM / CDMX (SEDEMA) — GEI y contaminantes,Secretaría del Medio Ambiente de la Ciudad de México (SEDEMA),High,city_or_municipality,City / metro official,City / municipality (city-ready)
MEX,Mexico,IV.2,Product use,2,MEX-001,Inventario Nacional de Emisiones de Gases y Compuestos de Efecto Invernadero (INEGyCEI),Instituto Nacional de Ecología y Cambio Climático (INECC) / SEMARNAT,High,national,Primary official,National only (needs downscaling to city)
MEX,Mexico,IV.2,Product use,3,MEX-017,Factores de emisión y calculadora RENE / CONUEE,SEMARNAT / INECC / CONUEE,High,national,Primary official,National only (needs downscaling to city)
MEX,Mexico,V.1,Livestock,1,MEX-011,Censo Agropecuario / SIAP — estadísticas agropecuarias,INEGI / SIAP (SADER),High,city_or_municipality,Primary official,City / municipality (city-ready)
MEX,Mexico,V.1,Livestock,2,MEX-014,Inventario de Emisiones de la ZMVM / CDMX (SEDEMA) — GEI y contaminantes,Secretaría del Medio Ambiente de la Ciudad de México (SEDEMA),High,city_or_municipality,City / metro official,City / municipality (city-ready)
MEX,Mexico,V.1,Livestock,3,MEX-001,Inventario Nacional de Emisiones de Gases y Compuestos de Efecto Invernadero (INEGyCEI),Instituto Nacional de Ecología y Cambio Climático (INECC) / SEMARNAT,High,national,Primary official,National only (needs downscaling to city)
MEX,Mexico,V.2,Land,1,MEX-011,Censo Agropecuario / SIAP — estadísticas agropecuarias,INEGI / SIAP (SADER),High,city_or_municipality,Primary official,City / municipality (city-ready)
MEX,Mexico,V.2,Land,2,MEX-012,Inventario Nacional Forestal y de Suelos (INFyS) / SNMF,CONAFOR,High,other_or_mixed,Primary official,Mixed / other
MEX,Mexico,V.2,Land,3,MEX-001,Inventario Nacional de Emisiones de Gases y Compuestos de Efecto Invernadero (INEGyCEI),Instituto Nacional de Ecología y Cambio Climático (INECC) / SEMARNAT,High,national,Primary official,National only (needs downscaling to city)
MEX,Mexico,V.3,Aggregate sources & non-CO₂ emissions sources on land,1,MEX-011,Censo Agropecuario / SIAP — estadísticas agropecuarias,INEGI / SIAP (SADER),High,city_or_municipality,Primary official,City / municipality (city-ready)
MEX,Mexico,V.3,Aggregate sources & non-CO₂ emissions sources on land,2,MEX-001,Inventario Nacional de Emisiones de Gases y Compuestos de Efecto Invernadero (INEGyCEI),Instituto Nacional de Ecología y Cambio Climático (INECC) / SEMARNAT,High,national,Primary official,National only (needs downscaling to city)
MEX,Mexico,V.3,Aggregate sources & non-CO₂ emissions sources on land,3,MEX-020,EDGAR GHG gridded & cities emissions,European Commission JRC,High,modeled_grid,International modeled,Modeled / international (cross-check only)
MEX,Mexico,VI.1,Other Scope 3,1,MEX-017,Factores de emisión y calculadora RENE / CONUEE,SEMARNAT / INECC / CONUEE,High,national,Primary official,National only (needs downscaling to city)
MEX,Mexico,VI.1,Other Scope 3,2,MEX-024,INEGI — cuentas económicas y ambientales / energía (productos SEEA parciales),INEGI,High,national,Primary official,National only (needs downscaling to city)
PHL,Philippines,I.1,Residential buildings,1,PHL-014,Quezon City GHG inventory / Enhanced QC-LCCAP (GPC-based),Quezon City Government (C40 / partners),High,city_or_municipality,City official,City / municipality (city-ready)
PHL,Philippines,I.1,Residential buildings,2,PHL-006,Meralco distribution sales / annual reports (franchise area),Manila Electric Company (Meralco),High,facility_or_asset,Primary operator,Facility / asset (point sources in cities)
PHL,Philippines,I.1,Residential buildings,3,PHL-003,"Philippine Power Statistics (sales, generation, capacity by grid/region/sector)",Department of Energy (DOE) — EPIMB,High,state_or_province,Primary official,State / province (needs downscaling to city)
PHL,Philippines,I.2,Commercial & institutional buildings,1,PHL-014,Quezon City GHG inventory / Enhanced QC-LCCAP (GPC-based),Quezon City Government (C40 / partners),High,city_or_municipality,City official,City / municipality (city-ready)
PHL,Philippines,I.2,Commercial & institutional buildings,2,PHL-006,Meralco distribution sales / annual reports (franchise area),Manila Electric Company (Meralco),High,facility_or_asset,Primary operator,Facility / asset (point sources in cities)
PHL,Philippines,I.2,Commercial & institutional buildings,3,PHL-003,"Philippine Power Statistics (sales, generation, capacity by grid/region/sector)",Department of Energy (DOE) — EPIMB,High,state_or_province,Primary official,State / province (needs downscaling to city)
PHL,Philippines,I.3,Manufacturing industries & construction,1,PHL-014,Quezon City GHG inventory / Enhanced QC-LCCAP (GPC-based),Quezon City Government (C40 / partners),High,city_or_municipality,City official,City / municipality (city-ready)
PHL,Philippines,I.3,Manufacturing industries & construction,2,PHL-006,Meralco distribution sales / annual reports (franchise area),Manila Electric Company (Meralco),High,facility_or_asset,Primary operator,Facility / asset (point sources in cities)
PHL,Philippines,I.3,Manufacturing industries & construction,3,PHL-003,"Philippine Power Statistics (sales, generation, capacity by grid/region/sector)",Department of Energy (DOE) — EPIMB,High,state_or_province,Primary official,State / province (needs downscaling to city)
PHL,Philippines,I.4,Energy industries,1,PHL-003,"Philippine Power Statistics (sales, generation, capacity by grid/region/sector)",Department of Energy (DOE) — EPIMB,High,state_or_province,Primary official,State / province (needs downscaling to city)
PHL,Philippines,I.4,Energy industries,2,PHL-016,Coal production by source (Key Energy Statistics),DOE,High,other_or_mixed,Primary official,Mixed / other
PHL,Philippines,I.4,Energy industries,3,PHL-001,Philippines Biennial Transparency Report (BTR1) — National GHG Inventories 2015 & 2020,Climate Change Commission (CCC) / UNFCCC,High,national,Primary official,National only (needs downscaling to city)
PHL,Philippines,I.5,"Agriculture, forestry & fishing energy",1,PHL-012,PSA livestock & poultry / crops surveys (OpenSTAT Agriculture),PSA,High,state_or_province,Primary official,State / province (needs downscaling to city)
PHL,Philippines,I.5,"Agriculture, forestry & fishing energy",2,PHL-001,Philippines Biennial Transparency Report (BTR1) — National GHG Inventories 2015 & 2020,Climate Change Commission (CCC) / UNFCCC,High,national,Primary official,National only (needs downscaling to city)
PHL,Philippines,I.5,"Agriculture, forestry & fishing energy",3,PHL-004,Key Energy Statistics / Energy Supply and Demand Situationer / Energy Balance Table,DOE — EPPB,High,national,Primary official,National only (needs downscaling to city)
PHL,Philippines,I.7,"Fugitive emissions from mining, processing, storage & transport of coal",1,PHL-016,Coal production by source (Key Energy Statistics),DOE,High,other_or_mixed,Primary official,Mixed / other
PHL,Philippines,I.7,"Fugitive emissions from mining, processing, storage & transport of coal",2,PHL-001,Philippines Biennial Transparency Report (BTR1) — National GHG Inventories 2015 & 2020,Climate Change Commission (CCC) / UNFCCC,High,national,Primary official,National only (needs downscaling to city)
PHL,Philippines,I.7,"Fugitive emissions from mining, processing, storage & transport of coal",3,PHL-004,Key Energy Statistics / Energy Supply and Demand Situationer / Energy Balance Table,DOE — EPPB,High,national,Primary official,National only (needs downscaling to city)
PHL,Philippines,I.8,Fugitive emissions from oil & natural gas systems,1,PHL-001,Philippines Biennial Transparency Report (BTR1) — National GHG Inventories 2015 & 2020,Climate Change Commission (CCC) / UNFCCC,High,national,Primary official,National only (needs downscaling to city)
PHL,Philippines,I.8,Fugitive emissions from oil & natural gas systems,2,PHL-004,Key Energy Statistics / Energy Supply and Demand Situationer / Energy Balance Table,DOE — EPPB,High,national,Primary official,National only (needs downscaling to city)
PHL,Philippines,I.8,Fugitive emissions from oil & natural gas systems,3,PHL-017,Oil and gas production & petroleum product consumption by sector (KES),DOE,High,national,Primary official,National only (needs downscaling to city)
PHL,Philippines,II.1,On-road transportation,1,PHL-014,Quezon City GHG inventory / Enhanced QC-LCCAP (GPC-based),Quezon City Government (C40 / partners),High,city_or_municipality,City official,City / municipality (city-ready)
PHL,Philippines,II.1,On-road transportation,2,PHL-007,LTO motor vehicle registration statistics (by classification/region/fuel),Land Transportation Office (LTO) / DOTr,High,state_or_province,Primary official,State / province (needs downscaling to city)
PHL,Philippines,II.1,On-road transportation,3,PHL-004,Key Energy Statistics / Energy Supply and Demand Situationer / Energy Balance Table,DOE — EPPB,High,national,Primary official,National only (needs downscaling to city)
PHL,Philippines,II.2,Railways,1,PHL-014,Quezon City GHG inventory / Enhanced QC-LCCAP (GPC-based),Quezon City Government (C40 / partners),High,city_or_municipality,City official,City / municipality (city-ready)
PHL,Philippines,II.2,Railways,2,PHL-001,Philippines Biennial Transparency Report (BTR1) — National GHG Inventories 2015 & 2020,Climate Change Commission (CCC) / UNFCCC,High,national,Primary official,National only (needs downscaling to city)
PHL,Philippines,II.2,Railways,3,PHL-010,Urban rail ridership (LRT/MRT/PNR performance disclosures),DOTr / LRTA / PNR (GCG scorecards),Medium,other_or_mixed,Primary operator,Mixed / other
PHL,Philippines,II.3,Waterborne navigation,1,PHL-008,Philippine Ports Authority (PPA) annual & quarterly port statistics,Philippine Ports Authority,High,facility_or_asset,Primary official,Facility / asset (point sources in cities)
PHL,Philippines,II.3,Waterborne navigation,2,PHL-001,Philippines Biennial Transparency Report (BTR1) — National GHG Inventories 2015 & 2020,Climate Change Commission (CCC) / UNFCCC,High,national,Primary official,National only (needs downscaling to city)
