indicator_name,dataset_id,row_id,dataset_name,publisher,dataset_type,information_requirements_satisfied,related_ccra_indicator,sectors_served,climatic_risks_served,risk_components,geographic_coverage,geographic_granularity,granularity_class,horizons_covered,temporal_coverage,update_frequency,data_format,open_restricted,license,api_available,download_url,documentation_url,short_description,limitations,confidence_level,authoritative_tier
Relative humidity,CRI-A011,CRI-A011-CCRA-033,CHIRPS + ERA5-Land extremes / OEF HWM & FRI inputs,UCSB CHIRPS / ECMWF / OEF,Hazard,"Rx5day, CDD, humidity, SPEI, heatwave, FRI futures",CCRA-033,Public Health,Diseases,Hazard,Global (incl. Costa Rica),0.05°–0.1° / OEF derivatives,modeled_grid,present;2030;2050,Multi-decadal + OEF futures,Near real-time / CDS,GeoTIFF / NetCDF,Open,Open/Copernicus,Yes,https://www.chc.ucsb.edu/data/chirps,https://cds.climate.copernicus.eu/,Open global extremes and OEF derivatives as operational CCRA rasters/futures.,Prefer IMN for official CR climate narrative.,High,International modeled
Road density,CRI-A018,CRI-A018-CCRA-034,"IGN / MOPT / OSM — roads, rail, ports, buildings; Microsoft footprints",IGN / MOPT / OSM / Microsoft,Exposure,Road/rail/port density; buildings for hazard-prone households,CCRA-034,Infrastructures,Erosions; Heatwave; Landslides,Exposure,Costa Rica,Vector networks / buildings,facility_or_asset,present,IGN/SNIT; OSM continuous,Periodic / continuous,SHP / PBF / GPKG,Open,IGN / ODbL,Yes,https://www.snitcr.go.cr/,https://download.geofabrik.de/central-america/costa-rica.html,Open transport and building exposure for CNE hazard overlays.,Rail network limited; building completeness uneven outside GAM.,High,Secondary official
Sea Level change,CRI-A010,CRI-A010-CCRA-035,IMN climate observations + proyecciones regionalizadas (RCP/SSP) / análisis de riesgo hidrometeorológico,Instituto Meteorológico Nacional (IMN) / DCC-MINAE,Hazard,"Official Costa Rican climate observations and CC projections (temp, precip, extremes, drought)",CCRA-035,Infrastructures,Sea level rise,Hazard,Costa Rica,Station network / regionalized projection grids,modeled_grid,present;2030;2050,Climatology + RCP2.6/8.5 (and updates),Ongoing / scenario reports,NetCDF / reports / portals,Mostly open,IMN/MINAE,Partial,https://www.imn.ac.cr/,https://cglobal.imn.ac.cr/,Authoritative CR climate + risk analyses — prefer for citation; strong for drought/heat/precip futures.,Grid ≠ urban UHI — pair with OEF heat_hazard for GAM.,High,Primary official
Sea Level change,CRI-A012,CRI-A012-CCRA-035,IMN / MINAE / coastal studies + IPCC AR6 regional SLR (Pacífico & Caribe),IMN / MINAE / research institutes / IPCC,Hazard,Sea-level change and coastal inundation/erosion context,CCRA-035,Infrastructures,Sea level rise,Hazard,Costa Rican coasts,Coastal segments / study products / gauges,other_or_mixed,present;2030;2050,AR6 + national coastal assessments,Periodic,Reports / GIS varying,Partially open,Varies,Limited,https://cambioclimatico.minae.go.cr/,https://www.ipcc.ch/,"Coastal SLR/erosion context for Puntarenas, Limón, Guanacaste tourism coasts.",No single national open SLR inundation COG; combine with CNE coastal flood where mapped.,Medium,Primary official
Standardized Precipitation Evapotranspiration Index (SPEI),CRI-A010,CRI-A010-CCRA-036,IMN climate observations + proyecciones regionalizadas (RCP/SSP) / análisis de riesgo hidrometeorológico,Instituto Meteorológico Nacional (IMN) / DCC-MINAE,Hazard,"Official Costa Rican climate observations and CC projections (temp, precip, extremes, drought)",CCRA-036,Biodiversity; Energy Security; Food Security; Water Resources,Droughts,Hazard,Costa Rica,Station network / regionalized projection grids,modeled_grid,present;2030;2050,Climatology + RCP2.6/8.5 (and updates),Ongoing / scenario reports,NetCDF / reports / portals,Mostly open,IMN/MINAE,Partial,https://www.imn.ac.cr/,https://cglobal.imn.ac.cr/,Authoritative CR climate + risk analyses — prefer for citation; strong for drought/heat/precip futures.,Grid ≠ urban UHI — pair with OEF heat_hazard for GAM.,High,Primary official
Standardized Precipitation Evapotranspiration Index (SPEI),CRI-A011,CRI-A011-CCRA-036,CHIRPS + ERA5-Land extremes / OEF HWM & FRI inputs,UCSB CHIRPS / ECMWF / OEF,Hazard,"Rx5day, CDD, humidity, SPEI, heatwave, FRI futures",CCRA-036,Biodiversity; Energy Security; Food Security; Water Resources,Droughts,Hazard,Global (incl. Costa Rica),0.05°–0.1° / OEF derivatives,modeled_grid,present;2030;2050,Multi-decadal + OEF futures,Near real-time / CDS,GeoTIFF / NetCDF,Open,Open/Copernicus,Yes,https://www.chc.ucsb.edu/data/chirps,https://cds.climate.copernicus.eu/,Open global extremes and OEF derivatives as operational CCRA rasters/futures.,Prefer IMN for official CR climate narrative.,High,International modeled
Standardized Precipitation Evapotranspiration Index (SPEI),CRI-A021,CRI-A021-CCRA-036,AyA / ASADAS / SENARA–SINIGIRH water security & aquifer vulnerability,AyA / ASADAS / SENARA / DA,Vulnerability,Water security index and drought/water-access context,CCRA-036,Biodiversity; Energy Security; Food Security; Water Resources,Droughts,Hazard,Costa Rica,Utility / ASADA service; aquifer vulnerability polygons (SNIT),other_or_mixed,present,Ongoing utility & SENARA products,Periodic,Tables / OGC / portals,Partially open,Gov CR,Yes (SINIGIRH/SNIT),https://mapas.da.go.cr/mapnew.php,https://www.aya.go.cr/,Urban water (AyA) + rural ASADAS + SENARA aquifer vulnerability — strong Water security inputs for CRI.,No single national water-security index at distrito.,High,Primary official
Total precipitation,CRI-A010,CRI-A010-CCRA-037,IMN climate observations + proyecciones regionalizadas (RCP/SSP) / análisis de riesgo hidrometeorológico,Instituto Meteorológico Nacional (IMN) / DCC-MINAE,Hazard,"Official Costa Rican climate observations and CC projections (temp, precip, extremes, drought)",CCRA-037,Food Security,Floods,Hazard,Costa Rica,Station network / regionalized projection grids,modeled_grid,present;2030;2050,Climatology + RCP2.6/8.5 (and updates),Ongoing / scenario reports,NetCDF / reports / portals,Mostly open,IMN/MINAE,Partial,https://www.imn.ac.cr/,https://cglobal.imn.ac.cr/,Authoritative CR climate + risk analyses — prefer for citation; strong for drought/heat/precip futures.,Grid ≠ urban UHI — pair with OEF heat_hazard for GAM.,High,Primary official
Total precipitation,CRI-A011,CRI-A011-CCRA-037,CHIRPS + ERA5-Land extremes / OEF HWM & FRI inputs,UCSB CHIRPS / ECMWF / OEF,Hazard,"Rx5day, CDD, humidity, SPEI, heatwave, FRI futures",CCRA-037,Food Security,Floods,Hazard,Global (incl. Costa Rica),0.05°–0.1° / OEF derivatives,modeled_grid,present;2030;2050,Multi-decadal + OEF futures,Near real-time / CDS,GeoTIFF / NetCDF,Open,Open/Copernicus,Yes,https://www.chc.ucsb.edu/data/chirps,https://cds.climate.copernicus.eu/,Open global extremes and OEF derivatives as operational CCRA rasters/futures.,Prefer IMN for official CR climate narrative.,High,International modeled
Urban infrastructure social vulnerability,CRI-A001,CRI-A001-CCRA-038,INEC Censo 2011 + Estimaciones de población y vivienda 2022 (distrito) / proyecciones 2000–2050,Instituto Nacional de Estadística y Censos (INEC),Hybrid,"Population density, age structure, housing/WASH themes (census); updated distrito population counts",CCRA-038,Infrastructures,Erosions; Heatwave; Landslides; Sea level rise,Exposure,Costa Rica,Distrito (~491); cantón/provincia aggregates; census segments where published,neighborhood_or_small_area,present;2030;2050,Censo 2011 themes; población/vivienda 2022; proyecciones to 2050,Census cycle + annual estimates,CSV / REDATAM / PDF tables,Open,INEC open terms,Partial,https://inec.cr/,https://admin.inec.cr/,Primary E/V backbone: distrito population/age (+ Census 2011 housing/WASH). Finer than cantón; coarser than MX AGEB/UK LSOA.,Full thematic census refresh lagging vs 2022 estimates; use EHPM/ENAHO for income between censuses. GAM needs multi-distrito AOIs.,High,Primary official
Urban infrastructure social vulnerability,CRI-A002,CRI-A002-CCRA-038,PNUD–UCR–SINIRUBE Atlas de Desarrollo Humano Cantonal (IDH / IPM cantonal),PNUD / UCR / SINIRUBE,Vulnerability,Income/poverty and multi-domain human development at cantón,CCRA-038,Infrastructures,Erosions; Heatwave; Landslides; Sea level rise,Exposure,Costa Rica,Cantón (84+),city_or_municipality,present,IDH ~2010–2022; IPM ~2020–2023,Annual atlas releases,Tables / interactive atlas,Open,PNUD/UCR terms,Downloads,https://www.undp.org/es/costa-rica,https://pnud-conocimiento.cr/,Cantonal HDI and multidimensional poverty — best systematic deprivation product (coarser than CONEVAL AGEB/SEIFA).,Cantón grain; not distrito/neighbourhood. IPMc methodology differs from INEC national IPM.,High,Research/NGO
Urban infrastructure social vulnerability,CRI-A018,CRI-A018-CCRA-038,"IGN / MOPT / OSM — roads, rail, ports, buildings; Microsoft footprints",IGN / MOPT / OSM / Microsoft,Exposure,Road/rail/port density; buildings for hazard-prone households,CCRA-038,Infrastructures,Erosions; Heatwave; Landslides; Sea level rise,Exposure,Costa Rica,Vector networks / buildings,facility_or_asset,present,IGN/SNIT; OSM continuous,Periodic / continuous,SHP / PBF / GPKG,Open,IGN / ODbL,Yes,https://www.snitcr.go.cr/,https://download.geofabrik.de/central-america/costa-rica.html,Open transport and building exposure for CNE hazard overlays.,Rail network limited; building completeness uneven outside GAM.,High,Secondary official
Urban infrastructure social vulnerability,CRI-A036,CRI-A036-CCRA-038,OEF shared city Vulnerability score (age/social screening),Open Earth Foundation,Vulnerability,"Shared V — age, Atlas DH IPM/IDH, Census WASH",CCRA-038,Infrastructures,Erosions; Heatwave; Landslides; Sea level rise,Exposure,City AOI,Distrito (+ cantón IPM downscaled cautiously),neighborhood_or_small_area,present,INEC/Atlas-aligned,Per city run,COG / GPKG,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/collections/layers.yaml,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF shared V from INEC + cantonal IPM — workable but less neighbourhood-rich than MEX/GBR/AUS.,IPM is cantonal; avoid over-interpreting within-cantón variation.,Medium,OEF derived screening
Urban stormwater drainage coverage,NO-COVERAGE-CCRA-039,NO-COVERAGE-CCRA-039,No suitable dataset identified (asset coverage),—,Other,Urban stormwater drainage network coverage (% roads/areas served),CCRA-039,Hydrogeological Disasters,Floods,Vulnerability,Costa Rica,—,unknown,n/a,—,—,—,—,—,—,—,—,No open national stormwater pipe/network % coverage inventory. Municipal drainage GIS usually restricted.,Hard gap. Related: CNE inundation layers + OEF drainage_constrained.,Low,Gap
Waste Collection,CRI-A022,CRI-A022-CCRA-040,Ministerio de Salud / municipal solid-waste service statistics,Ministerio de Salud / municipalidades,Vulnerability,Waste collection coverage proxies,CCRA-040,Public Health,Diseases,Vulnerability,Costa Rica,Cantón / municipio service,city_or_municipality,present,Annual / municipal reports,Periodic,Tables / open data,Partially open,Varies,Limited,https://www.ministeriodesalud.go.cr/,https://www.datosabiertos.go.cr/,Municipal waste service stats for waste-collection V.,Not seamless national household coverage GIS.,Medium,Secondary official
Water security index,CRI-A010,CRI-A010-CCRA-041,IMN climate observations + proyecciones regionalizadas (RCP/SSP) / análisis de riesgo hidrometeorológico,Instituto Meteorológico Nacional (IMN) / DCC-MINAE,Hazard,"Official Costa Rican climate observations and CC projections (temp, precip, extremes, drought)",CCRA-041,Water Resources,Droughts,Vulnerability,Costa Rica,Station network / regionalized projection grids,modeled_grid,present;2030;2050,Climatology + RCP2.6/8.5 (and updates),Ongoing / scenario reports,NetCDF / reports / portals,Mostly open,IMN/MINAE,Partial,https://www.imn.ac.cr/,https://cglobal.imn.ac.cr/,Authoritative CR climate + risk analyses — prefer for citation; strong for drought/heat/precip futures.,Grid ≠ urban UHI — pair with OEF heat_hazard for GAM.,High,Primary official
Water security index,CRI-A021,CRI-A021-CCRA-041,AyA / ASADAS / SENARA–SINIGIRH water security & aquifer vulnerability,AyA / ASADAS / SENARA / DA,Vulnerability,Water security index and drought/water-access context,CCRA-041,Water Resources,Droughts,Vulnerability,Costa Rica,Utility / ASADA service; aquifer vulnerability polygons (SNIT),other_or_mixed,present,Ongoing utility & SENARA products,Periodic,Tables / OGC / portals,Partially open,Gov CR,Yes (SINIGIRH/SNIT),https://mapas.da.go.cr/mapnew.php,https://www.aya.go.cr/,Urban water (AyA) + rural ASADAS + SENARA aquifer vulnerability — strong Water security inputs for CRI.,No single national water-security index at distrito.,High,Primary official
