iso3,country,tier,score,related_ccra_indicator,indicator_name,dataset_count,proxy_dataset_count,coverage_status,readiness_status,best_granularity_class,best_granularity_label,needs_city_downscaling,top_dataset_1,top_dataset_1_id,top_dataset_2,top_dataset_3,top_note
CRI,Costa Rica,B,72,CCRA-005,Areas of global conservation value,2,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,SINAC Áreas Silvestres Protegidas (ASP) + WDPA Costa Rica,CRI-A015,Biodiversity Intactness Index + KBAs (Costa Rica),,
CRI,Costa Rica,B,72,CCRA-006,Biodiversity Intactness Index (BII),1,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,Biodiversity Intactness Index + KBAs (Costa Rica),CRI-A016,,,
CRI,Costa Rica,B,72,CCRA-007,Confirmed disease cases,1,0,covered,facility,facility_or_asset,Facility / asset (city-usable),no,Ministerio de Salud / CCSS establecimientos + OSM healthcare POIs,CRI-A005,,,
CRI,Costa Rica,B,72,CCRA-008,Dependence on large-scale irrigation,1,0,covered,mixed,other_or_mixed,Mixed / other,no,INEC Encuesta Nacional Agropecuaria (ENA) + MAG land use / SENARA irrigation districts,CRI-A013,,,
CRI,Costa Rica,B,72,CCRA-009,Electricity consumption,2,0,covered,mixed,facility_or_asset,Facility / asset (city-usable),no,ICE / ARESEP generation & plant registers; WRI Global Power Plant Database,CRI-A019,SEPSE BNE / ARESEP electricity; Census/EHPM energy access proxies,,
CRI,Costa Rica,B,72,CCRA-010,Energy poverty,3,0,covered,mixed,neighborhood_or_small_area,Neighborhood / small area (city-ready),no,INEC Censo 2011 + Estimaciones de población y vivienda 2022 (distrito) / proyecciones 2000–2050,CRI-A001,SEPSE BNE / ARESEP electricity; Census/EHPM energy access proxies,PNUD–UCR–SINIRUBE Atlas de Desarrollo Humano Cantonal (IDH / IPM cantonal),
CRI,Costa Rica,B,72,CCRA-011,Flood Threat Index,8,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,CNE threat layers via SNIT — áreas con potencial a inundación + deslizamientos / mapas de amenaza,CRI-A006,Municipal / cantonal risk atlases & CNE DesInventar / MIDEPLAN disaster loss records,OEF Flood Hazard Score (city screening ensemble),
CRI,Costa Rica,B,72,CCRA-012,Food production and marketing,1,0,covered,mixed,other_or_mixed,Mixed / other,no,INEC Encuesta Nacional Agropecuaria (ENA) + MAG land use / SENARA irrigation districts,CRI-A013,,,
CRI,Costa Rica,B,72,CCRA-013,Forest cover,1,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,SINAC / FONAFIFO forest & land-cover products + Hansen GFC,CRI-A014,,,
CRI,Costa Rica,B,72,CCRA-014,Forest loss,1,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,SINAC / FONAFIFO forest & land-cover products + Hansen GFC,CRI-A014,,,
CRI,Costa Rica,B,72,CCRA-015,Health and basic services access,3,0,covered,city-ready,neighborhood_or_small_area,Neighborhood / small area (city-ready),no,INEC Censo 2011 + Estimaciones de población y vivienda 2022 (distrito) / proyecciones 2000–2050,CRI-A001,Ministerio de Salud / CCSS establecimientos + OSM healthcare POIs,PNUD–UCR–SINIRUBE Atlas de Desarrollo Humano Cantonal (IDH / IPM cantonal),
CRI,Costa Rica,B,72,CCRA-016,Health facility density,1,0,covered,facility,facility_or_asset,Facility / asset (city-usable),no,Ministerio de Salud / CCSS establecimientos + OSM healthcare POIs,CRI-A005,,,
CRI,Costa Rica,B,72,CCRA-017,Households in hazard-prone areas,9,0,covered,city-ready,neighborhood_or_small_area,Neighborhood / small area (city-ready),no,IGN / SNIT límites distritales y cantonales + cartografía oficial,CRI-A003,CNE threat layers via SNIT — áreas con potencial a inundación + deslizamientos / mapas de amenaza,"IGN / MOPT / OSM — roads, rail, ports, buildings; Microsoft footprints",
CRI,Costa Rica,B,72,CCRA-018,Inadequate Sanitation,1,0,covered,city-ready,neighborhood_or_small_area,Neighborhood / small area (city-ready),no,INEC Censo 2011 + Estimaciones de población y vivienda 2022 (distrito) / proyecciones 2000–2050,CRI-A001,,,
CRI,Costa Rica,B,72,CCRA-019,Inadequate water access,2,0,covered,mixed,neighborhood_or_small_area,Neighborhood / small area (city-ready),no,INEC Censo 2011 + Estimaciones de población y vivienda 2022 (distrito) / proyecciones 2000–2050,CRI-A001,AyA / ASADAS / SENARA–SINIGIRH water security & aquifer vulnerability,,
CRI,Costa Rica,B,72,CCRA-020,Income,3,0,covered,city-ready,neighborhood_or_small_area,Neighborhood / small area (city-ready),no,INEC Censo 2011 + Estimaciones de población y vivienda 2022 (distrito) / proyecciones 2000–2050,CRI-A001,OEF shared city Vulnerability score (age/social screening),PNUD–UCR–SINIRUBE Atlas de Desarrollo Humano Cantonal (IDH / IPM cantonal),
CRI,Costa Rica,B,72,CCRA-021,Industrial GDP share,1,0,covered,needs downscaling (national),national,National (needs downscaling),yes,BCCR / INEC national accounts — agriculture & industry GDP shares,CRI-A017,,,
CRI,Costa Rica,B,72,CCRA-022,Landslide Susceptibility,4,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,CNE threat layers via SNIT — áreas con potencial a inundación + deslizamientos / mapas de amenaza,CRI-A006,OEF Landslide Hazard Score (city screening ensemble),OEF Landslide Risk Score H×E×V (city screening),
CRI,Costa Rica,B,72,CCRA-023,Landslide Threat Index,5,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,CNE threat layers via SNIT — áreas con potencial a inundación + deslizamientos / mapas de amenaza,CRI-A006,OEF Landslide Hazard Score (city screening ensemble),OEF Landslide Risk Score H×E×V (city screening),
CRI,Costa Rica,B,72,CCRA-024,Maximum Consecutive Dry Days (CDD),2,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,IMN climate observations + proyecciones regionalizadas (RCP/SSP) / análisis de riesgo hidrometeorológico,CRI-A010,CHIRPS + ERA5-Land extremes / OEF HWM & FRI inputs,,
CRI,Costa Rica,B,72,CCRA-025,Maximum Precipitation 5 days (Rx5day),2,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,IMN climate observations + proyecciones regionalizadas (RCP/SSP) / análisis de riesgo hidrometeorológico,CRI-A010,CHIRPS + ERA5-Land extremes / OEF HWM & FRI inputs,,
CRI,Costa Rica,B,72,CCRA-026,Maximum temperature,5,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,IMN climate observations + proyecciones regionalizadas (RCP/SSP) / análisis de riesgo hidrometeorológico,CRI-A010,OEF Heat Hazard Score (city screening ensemble),OEF Heat Risk Score H×E×V (city screening),
CRI,Costa Rica,B,72,CCRA-027,Natural vegetation cover,1,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,SINAC / FONAFIFO forest & land-cover products + Hansen GFC,CRI-A014,,,
CRI,Costa Rica,B,72,CCRA-028,Population density,6,0,covered,city-ready,neighborhood_or_small_area,Neighborhood / small area (city-ready),no,INEC Censo 2011 + Estimaciones de población y vivienda 2022 (distrito) / proyecciones 2000–2050,CRI-A001,OEF shared city Exposure score (population density screening),OEF Flood Risk Score H×E×V (city screening),
CRI,Costa Rica,B,72,CCRA-029,Port infrastructures,2,0,covered,mixed,facility_or_asset,Facility / asset (city-usable),no,IMN / MINAE / coastal studies + IPCC AR6 regional SLR (Pacífico & Caribe),CRI-A012,INCOP / JAPDEVA ports + OSM harbour features,,
CRI,Costa Rica,B,72,CCRA-030,Power generation facilities,1,0,covered,facility,facility_or_asset,Facility / asset (city-usable),no,ICE / ARESEP generation & plant registers; WRI Global Power Plant Database,CRI-A019,,,
CRI,Costa Rica,B,72,CCRA-031,Protected areas,1,0,covered,facility,facility_or_asset,Facility / asset (city-usable),no,SINAC Áreas Silvestres Protegidas (ASP) + WDPA Costa Rica,CRI-A015,,,
CRI,Costa Rica,B,72,CCRA-032,Railroad density,1,0,covered,facility,facility_or_asset,Facility / asset (city-usable),no,"IGN / MOPT / OSM — roads, rail, ports, buildings; Microsoft footprints",CRI-A018,,,
CRI,Costa Rica,B,72,CCRA-033,Relative humidity,2,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,IMN climate observations + proyecciones regionalizadas (RCP/SSP) / análisis de riesgo hidrometeorológico,CRI-A010,CHIRPS + ERA5-Land extremes / OEF HWM & FRI inputs,,
CRI,Costa Rica,B,72,CCRA-034,Road density,1,0,covered,facility,facility_or_asset,Facility / asset (city-usable),no,"IGN / MOPT / OSM — roads, rail, ports, buildings; Microsoft footprints",CRI-A018,,,
CRI,Costa Rica,B,72,CCRA-035,Sea Level change,2,0,covered,mixed,modeled_grid,Modeled grid (city screening),no,IMN climate observations + proyecciones regionalizadas (RCP/SSP) / análisis de riesgo hidrometeorológico,CRI-A010,IMN / MINAE / coastal studies + IPCC AR6 regional SLR (Pacífico & Caribe),,
CRI,Costa Rica,B,72,CCRA-036,Standardized Precipitation Evapotranspiration Index (SPEI),3,0,covered,mixed,modeled_grid,Modeled grid (city screening),no,IMN climate observations + proyecciones regionalizadas (RCP/SSP) / análisis de riesgo hidrometeorológico,CRI-A010,AyA / ASADAS / SENARA–SINIGIRH water security & aquifer vulnerability,CHIRPS + ERA5-Land extremes / OEF HWM & FRI inputs,
CRI,Costa Rica,B,72,CCRA-037,Total precipitation,2,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,IMN climate observations + proyecciones regionalizadas (RCP/SSP) / análisis de riesgo hidrometeorológico,CRI-A010,CHIRPS + ERA5-Land extremes / OEF HWM & FRI inputs,,
CRI,Costa Rica,B,72,CCRA-038,Urban infrastructure social vulnerability,4,0,covered,city-ready,neighborhood_or_small_area,Neighborhood / small area (city-ready),no,INEC Censo 2011 + Estimaciones de población y vivienda 2022 (distrito) / proyecciones 2000–2050,CRI-A001,"IGN / MOPT / OSM — roads, rail, ports, buildings; Microsoft footprints",OEF shared city Vulnerability score (age/social screening),
CRI,Costa Rica,B,72,CCRA-039,Urban stormwater drainage coverage,0,0,missing,missing,unknown,Gap,n/a,,,,,
CRI,Costa Rica,B,72,CCRA-040,Waste Collection,1,0,covered,city-ready,city_or_municipality,City / municipality (city-ready),no,Ministerio de Salud / municipal solid-waste service statistics,CRI-A022,,,
CRI,Costa Rica,B,72,CCRA-041,Water security index,2,0,covered,mixed,modeled_grid,Modeled grid (city screening),no,IMN climate observations + proyecciones regionalizadas (RCP/SSP) / análisis de riesgo hidrometeorológico,CRI-A010,AyA / ASADAS / SENARA–SINIGIRH water security & aquifer vulnerability,,
ARG,Argentina,B,68,CCRA-001,Age Distribution,3,0,covered,city-ready,neighborhood_or_small_area,Neighborhood / small area (city-ready),no,"INDEC Censo Nacional de Población, Hogares y Viviendas 2022 — radios censales (edad, NBI, vivienda, agua/saneamiento)",ARG-A001,OEF shared city Vulnerability score (age/social screening),OEF Heat Risk Score H×E×V (city screening),
ARG,Argentina,B,68,CCRA-002,Agricultural GDP share,2,0,covered,needs downscaling (state),state_or_province,State / province (needs downscaling),yes,INDEC Censo Nacional Agropecuario 2018 + MAGyP land use / irrigation statistics,ARG-A014,INDEC Cuentas Nacionales / provincial GVA by industry (agro & industry shares),,
ARG,Argentina,B,68,CCRA-003,Agricultural establishment density,1,0,covered,needs downscaling (state),state_or_province,State / province (needs downscaling),yes,INDEC Censo Nacional Agropecuario 2018 + MAGyP land use / irrigation statistics,ARG-A014,,,
ARG,Argentina,B,68,CCRA-004,Agricultural land area,1,0,covered,needs downscaling (state),state_or_province,State / province (needs downscaling),yes,INDEC Censo Nacional Agropecuario 2018 + MAGyP land use / irrigation statistics,ARG-A014,,,
ARG,Argentina,B,68,CCRA-005,Areas of global conservation value,2,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,SIB / APN áreas protegidas + WDPA Argentina,ARG-A016,Biodiversity Intactness Index + KBAs (Argentina),,
ARG,Argentina,B,68,CCRA-006,Biodiversity Intactness Index (BII),1,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,Biodiversity Intactness Index + KBAs (Argentina),ARG-A017,,,
ARG,Argentina,B,68,CCRA-007,Confirmed disease cases,1,0,covered,facility,facility_or_asset,Facility / asset (city-usable),no,Ministerio de Salud / provincial health open data + OSM healthcare POIs,ARG-A005,,,
ARG,Argentina,B,68,CCRA-008,Dependence on large-scale irrigation,1,0,covered,needs downscaling (state),state_or_province,State / province (needs downscaling),yes,INDEC Censo Nacional Agropecuario 2018 + MAGyP land use / irrigation statistics,ARG-A014,,,
ARG,Argentina,B,68,CCRA-009,Electricity consumption,2,0,covered,mixed,facility_or_asset,Facility / asset (city-usable),no,CAMMESA / Secretaría de Energía generation & SESCO; WRI Global Power Plant Database,ARG-A020,Balance Energético Nacional (BEN) / CAMMESA demand; ENRE–ENARGAS; census energy proxies,,
ARG,Argentina,B,68,CCRA-010,Energy poverty,3,0,covered,mixed,neighborhood_or_small_area,Neighborhood / small area (city-ready),no,"INDEC Censo Nacional de Población, Hogares y Viviendas 2022 — radios censales (edad, NBI, vivienda, agua/saneamiento)",ARG-A001,INDEC NBI / EPH poverty & income indicators (aglomerados + census NBI at radio),Balance Energético Nacional (BEN) / CAMMESA demand; ENRE–ENARGAS; census energy proxies,
ARG,Argentina,B,68,CCRA-011,Flood Threat Index,8,0,covered,mixed,city_or_municipality,City / municipality (city-ready),no,INA / provincial flood hazard & floodplain studies + CABA/AMBA inundación open layers,ARG-A006,SINAGIR / Defensa Civil risk inventories & municipal risk maps (flood/landslide where published),OEF Flood Hazard Score (city screening ensemble),
ARG,Argentina,B,68,CCRA-012,Food production and marketing,1,0,covered,needs downscaling (state),state_or_province,State / province (needs downscaling),yes,INDEC Censo Nacional Agropecuario 2018 + MAGyP land use / irrigation statistics,ARG-A014,,,
ARG,Argentina,B,68,CCRA-013,Forest cover,1,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,UMSEF / Dirección de Bosques monitores + Hansen GFC + ESA WorldCover,ARG-A015,,,
ARG,Argentina,B,68,CCRA-014,Forest loss,1,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,UMSEF / Dirección de Bosques monitores + Hansen GFC + ESA WorldCover,ARG-A015,,,
ARG,Argentina,B,68,CCRA-015,Health and basic services access,3,0,covered,city-ready,neighborhood_or_small_area,Neighborhood / small area (city-ready),no,"INDEC Censo Nacional de Población, Hogares y Viviendas 2022 — radios censales (edad, NBI, vivienda, agua/saneamiento)",ARG-A001,INDEC NBI / EPH poverty & income indicators (aglomerados + census NBI at radio),Ministerio de Salud / provincial health open data + OSM healthcare POIs,
ARG,Argentina,B,68,CCRA-016,Health facility density,1,0,covered,facility,facility_or_asset,Facility / asset (city-usable),no,Ministerio de Salud / provincial health open data + OSM healthcare POIs,ARG-A005,,,
ARG,Argentina,B,68,CCRA-017,Households in hazard-prone areas,10,0,covered,mixed,neighborhood_or_small_area,Neighborhood / small area (city-ready),no,INDEC Portal Geoestadístico — radios/fracciones/departamentos + IGN administrative boundaries,ARG-A003,INA / provincial flood hazard & floodplain studies + CABA/AMBA inundación open layers,SEGEMAR geological hazard / landslide inventories + provincial susceptibility (Andes/Sierras),
ARG,Argentina,B,68,CCRA-018,Inadequate Sanitation,1,0,covered,city-ready,neighborhood_or_small_area,Neighborhood / small area (city-ready),no,"INDEC Censo Nacional de Población, Hogares y Viviendas 2022 — radios censales (edad, NBI, vivienda, agua/saneamiento)",ARG-A001,,,
ARG,Argentina,B,68,CCRA-019,Inadequate water access,2,0,covered,city-ready,neighborhood_or_small_area,Neighborhood / small area (city-ready),no,"INDEC Censo Nacional de Población, Hogares y Viviendas 2022 — radios censales (edad, NBI, vivienda, agua/saneamiento)",ARG-A001,INA / AySA & provincial water utilities performance; Water Security / drought indicators,,
ARG,Argentina,B,68,CCRA-020,Income,3,0,covered,city-ready,neighborhood_or_small_area,Neighborhood / small area (city-ready),no,"INDEC Censo Nacional de Población, Hogares y Viviendas 2022 — radios censales (edad, NBI, vivienda, agua/saneamiento)",ARG-A001,INDEC NBI / EPH poverty & income indicators (aglomerados + census NBI at radio),OEF shared city Vulnerability score (age/social screening),
ARG,Argentina,B,68,CCRA-021,Industrial GDP share,1,0,covered,needs downscaling (national),national,National (needs downscaling),yes,INDEC Cuentas Nacionales / provincial GVA by industry (agro & industry shares),ARG-A018,,,
ARG,Argentina,B,68,CCRA-022,Landslide Susceptibility,4,0,covered,mixed,modeled_grid,Modeled grid (city screening),no,SEGEMAR geological hazard / landslide inventories + provincial susceptibility (Andes/Sierras),ARG-A013,OEF Landslide Hazard Score (city screening ensemble),OEF Landslide Risk Score H×E×V (city screening),
ARG,Argentina,B,68,CCRA-023,Landslide Threat Index,5,0,covered,mixed,modeled_grid,Modeled grid (city screening),no,SEGEMAR geological hazard / landslide inventories + provincial susceptibility (Andes/Sierras),ARG-A013,OEF Landslide Hazard Score (city screening ensemble),OEF Landslide Risk Score H×E×V (city screening),
ARG,Argentina,B,68,CCRA-024,Maximum Consecutive Dry Days (CDD),2,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,SMN observational climate + 3ra Comunicación Nacional / proyecciones climáticas nacionales,ARG-A010,CHIRPS + ERA5-Land extremes / OEF HWM & FRI inputs,,
ARG,Argentina,B,68,CCRA-025,Maximum Precipitation 5 days (Rx5day),2,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,SMN observational climate + 3ra Comunicación Nacional / proyecciones climáticas nacionales,ARG-A010,CHIRPS + ERA5-Land extremes / OEF HWM & FRI inputs,,
ARG,Argentina,B,68,CCRA-026,Maximum temperature,5,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,SMN observational climate + 3ra Comunicación Nacional / proyecciones climáticas nacionales,ARG-A010,OEF Heat Hazard Score (city screening ensemble),OEF Heat Risk Score H×E×V (city screening),
ARG,Argentina,B,68,CCRA-027,Natural vegetation cover,1,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,UMSEF / Dirección de Bosques monitores + Hansen GFC + ESA WorldCover,ARG-A015,,,
ARG,Argentina,B,68,CCRA-028,Population density,6,0,covered,city-ready,neighborhood_or_small_area,Neighborhood / small area (city-ready),no,"INDEC Censo Nacional de Población, Hogares y Viviendas 2022 — radios censales (edad, NBI, vivienda, agua/saneamiento)",ARG-A001,OEF shared city Exposure score (population density screening),OEF Flood Risk Score H×E×V (city screening),
ARG,Argentina,B,68,CCRA-029,Port infrastructures,2,0,covered,mixed,facility_or_asset,Facility / asset (city-usable),no,Servicio de Hidrografía Naval (SHN) / IPCC AR6 regional SLR + Río de la Plata coastal/sudestada studies,ARG-A012,AGP / puertos nacionales & provinciales + OSM harbour features,,
ARG,Argentina,B,68,CCRA-030,Power generation facilities,1,0,covered,facility,facility_or_asset,Facility / asset (city-usable),no,CAMMESA / Secretaría de Energía generation & SESCO; WRI Global Power Plant Database,ARG-A020,,,
ARG,Argentina,B,68,CCRA-031,Protected areas,1,0,covered,facility,facility_or_asset,Facility / asset (city-usable),no,SIB / APN áreas protegidas + WDPA Argentina,ARG-A016,,,
ARG,Argentina,B,68,CCRA-032,Railroad density,1,0,covered,facility,facility_or_asset,Facility / asset (city-usable),no,"IGN / OSM — roads, rail, ports, buildings; Microsoft footprints",ARG-A019,,,
ARG,Argentina,B,68,CCRA-033,Relative humidity,2,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,SMN observational climate + 3ra Comunicación Nacional / proyecciones climáticas nacionales,ARG-A010,CHIRPS + ERA5-Land extremes / OEF HWM & FRI inputs,,
ARG,Argentina,B,68,CCRA-034,Road density,1,0,covered,facility,facility_or_asset,Facility / asset (city-usable),no,"IGN / OSM — roads, rail, ports, buildings; Microsoft footprints",ARG-A019,,,
ARG,Argentina,B,68,CCRA-035,Sea Level change,2,0,covered,mixed,modeled_grid,Modeled grid (city screening),no,SMN observational climate + 3ra Comunicación Nacional / proyecciones climáticas nacionales,ARG-A010,Servicio de Hidrografía Naval (SHN) / IPCC AR6 regional SLR + Río de la Plata coastal/sudestada studies,,
ARG,Argentina,B,68,CCRA-036,Standardized Precipitation Evapotranspiration Index (SPEI),2,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,SMN observational climate + 3ra Comunicación Nacional / proyecciones climáticas nacionales,ARG-A010,CHIRPS + ERA5-Land extremes / OEF HWM & FRI inputs,,
ARG,Argentina,B,68,CCRA-037,Total precipitation,2,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,SMN observational climate + 3ra Comunicación Nacional / proyecciones climáticas nacionales,ARG-A010,CHIRPS + ERA5-Land extremes / OEF HWM & FRI inputs,,
ARG,Argentina,B,68,CCRA-038,Urban infrastructure social vulnerability,4,0,covered,city-ready,neighborhood_or_small_area,Neighborhood / small area (city-ready),no,"INDEC Censo Nacional de Población, Hogares y Viviendas 2022 — radios censales (edad, NBI, vivienda, agua/saneamiento)",ARG-A001,INDEC NBI / EPH poverty & income indicators (aglomerados + census NBI at radio),"IGN / OSM — roads, rail, ports, buildings; Microsoft footprints",
ARG,Argentina,B,68,CCRA-039,Urban stormwater drainage coverage,0,0,missing,missing,unknown,Gap,n/a,,,,,
ARG,Argentina,B,68,CCRA-040,Waste Collection,1,0,covered,city-ready,city_or_municipality,City / municipality (city-ready),no,ENGIRSU / Observatorio RSU + CEAMSE (AMBA) + municipal waste open data,ARG-A023,,,
ARG,Argentina,B,68,CCRA-041,Water security index,2,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,SMN observational climate + 3ra Comunicación Nacional / proyecciones climáticas nacionales,ARG-A010,INA / AySA & provincial water utilities performance; Water Security / drought indicators,,
MAR,Morocco,C,52,CCRA-001,Age Distribution,5,0,covered,mixed,neighborhood_or_small_area,Neighborhood / small area (city-ready),no,"RGPH 2024 — résultats interactifs (démographie, habitat, services)",MAR-A001,OEF shared city Vulnerability score (age/social screening),OEF Heat Risk Score H×E×V (city screening),
MAR,Morocco,C,52,CCRA-002,Agricultural GDP share,2,0,covered,needs downscaling (national),national,National (needs downscaling),yes,"Indicateurs sectoriels (agriculture, énergie, eau, transport…) — data.gov.ma",MAR-A024,Agriculture et pêche — open data MEF / data.gov.ma,,
MAR,Morocco,C,52,CCRA-003,Agricultural establishment density,2,0,covered,mixed,facility_or_asset,Facility / asset (city-usable),no,Agriculture et pêche — open data MEF / data.gov.ma,MAR-A025,Crop and irrigation types ground-truth (5 major agricultural regions),,
MAR,Morocco,C,52,CCRA-004,Agricultural land area,4,0,covered,mixed,modeled_grid,Modeled grid (city screening),no,"Indicateurs sectoriels (agriculture, énergie, eau, transport…) — data.gov.ma",MAR-A024,Agriculture et pêche — open data MEF / data.gov.ma,Crop and irrigation types ground-truth (5 major agricultural regions),
MAR,Morocco,C,52,CCRA-005,Areas of global conservation value,2,0,covered,facility,facility_or_asset,Facility / asset (city-usable),no,World Database on Protected Areas (WDPA),MAR-A021,Key Biodiversity Areas / conservation-value layers,,
MAR,Morocco,C,52,CCRA-006,Biodiversity Intactness Index (BII),1,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,Biodiversity Intactness Index (BII) / related intactness layers,MAR-A022,,,
MAR,Morocco,C,52,CCRA-007,Confirmed disease cases,0,0,missing,missing,unknown,Gap,n/a,,,,,
MAR,Morocco,C,52,CCRA-008,Dependence on large-scale irrigation,1,0,covered,facility,facility_or_asset,Facility / asset (city-usable),no,Crop and irrigation types ground-truth (5 major agricultural regions),MAR-A026,,,
MAR,Morocco,C,52,CCRA-009,Electricity consumption,2,0,covered,needs downscaling (national),other_or_mixed,Mixed / other,yes,"Indicateurs sectoriels (agriculture, énergie, eau, transport…) — data.gov.ma",MAR-A024,ONEE / ANRE — electricity production & consumption statistics,,
MAR,Morocco,C,52,CCRA-010,Energy poverty,2,0,covered,mixed,neighborhood_or_small_area,Neighborhood / small area (city-ready),no,Cartographie de la pauvreté multidimensionnelle (Mai 2025),MAR-A002,ONEE / ANRE — electricity production & consumption statistics,,
MAR,Morocco,C,52,CCRA-011,Flood Threat Index,11,0,covered,mixed,modeled_grid,Modeled grid (city screening),no,Atlas des zones inondables — ABH du Tensift (web atlas),MAR-A008,Atlas des zones inondables (AZI) — programme national ABH / Intérieur,OEF Flood Hazard Score (city screening ensemble),
MAR,Morocco,C,52,CCRA-012,Food production and marketing,3,0,covered,mixed,facility_or_asset,Facility / asset (city-usable),no,"Indicateurs sectoriels (agriculture, énergie, eau, transport…) — data.gov.ma",MAR-A024,Agriculture et pêche — open data MEF / data.gov.ma,Crop and irrigation types ground-truth (5 major agricultural regions),
MAR,Morocco,C,52,CCRA-013,Forest cover,2,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,ESA WorldCover / Dynamic World land cover,MAR-A020,Hansen Global Forest Change (treecover / loss),,
MAR,Morocco,C,52,CCRA-014,Forest loss,1,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,Hansen Global Forest Change (treecover / loss),MAR-A019,,,
MAR,Morocco,C,52,CCRA-015,Health and basic services access,4,0,covered,mixed,neighborhood_or_small_area,Neighborhood / small area (city-ready),no,Cartographie de la pauvreté multidimensionnelle (Mai 2025),MAR-A002,"RGPH 2024 — résultats interactifs (démographie, habitat, services)",Cartographie des établissements économiques / services publics (HCP 2023/2024),
MAR,Morocco,C,52,CCRA-016,Health facility density,3,0,covered,mixed,facility_or_asset,Facility / asset (city-usable),no,Cartographie des établissements économiques / services publics (HCP 2023/2024),MAR-A030,"OpenStreetMap — roads, railways, ports, health facilities, buildings","Morocco — Risk Assessment Indicators (HeiGIT GAIA / HDX, ADM2)",
MAR,Morocco,C,52,CCRA-017,Households in hazard-prone areas,13,0,covered,mixed,modeled_grid,Modeled grid (city screening),no,Atlas des zones inondables — ABH du Tensift (web atlas),MAR-A008,Atlas des zones inondables (AZI) — programme national ABH / Intérieur,Morocco COD-AB — subnational administrative boundaries (ADM0–ADM2),
MAR,Morocco,C,52,CCRA-018,Inadequate Sanitation,1,0,covered,city-ready,city_or_municipality,City / municipality (city-ready),no,"RGPH 2024 — résultats interactifs (démographie, habitat, services)",MAR-A001,,,
MAR,Morocco,C,52,CCRA-019,Inadequate water access,2,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,"RGPH 2024 — résultats interactifs (démographie, habitat, services)",MAR-A001,WRI Aqueduct Water Risk / water security composites,,
MAR,Morocco,C,52,CCRA-020,Income,3,0,covered,city-ready,neighborhood_or_small_area,Neighborhood / small area (city-ready),no,Cartographie de la pauvreté multidimensionnelle (Mai 2025),MAR-A002,"RGPH 2024 — résultats interactifs (démographie, habitat, services)",OEF shared city Vulnerability score (age/social screening),
MAR,Morocco,C,52,CCRA-021,Industrial GDP share,1,0,covered,needs downscaling (national),national,National (needs downscaling),yes,"Indicateurs sectoriels (agriculture, énergie, eau, transport…) — data.gov.ma",MAR-A024,,,
MAR,Morocco,C,52,CCRA-022,Landslide Susceptibility,4,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,OEF Landslide Hazard Score (city screening ensemble),MAR-A037,OEF Landslide Risk Score H×E×V (city screening),Copernicus DEM GLO-30 (+ slope/HAND derivatives),
MAR,Morocco,C,52,CCRA-023,Landslide Threat Index,6,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,OEF Landslide Hazard Score (city screening ensemble),MAR-A037,OEF Landslide Risk Score H×E×V (city screening),OEF Flood / Heat / Landslide mechanism-type layers (NbS screening),
MAR,Morocco,C,52,CCRA-024,Maximum Consecutive Dry Days (CDD),2,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,DGM / Direction Générale de la Météorologie — station climate & drought indices (SPI/SPEI),MAR-A015,SPEIbase / global SPEI gridded drought index,,
MAR,Morocco,C,52,CCRA-025,Maximum Precipitation 5 days (Rx5day),1,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,"CHIRPS extreme precipitation indices (Rx5day, R90p/R95p/R99p) + climatology",MAR-A012,,,
