iso3,country,track,cell_id,cell_name,covered,years_covered,year_frac,best_tier,city_ready,best_dataset_id,best_dataset_name,notes
GBR,United Kingdom,mitigation,II.2,Railways,1,10,1.0,T1,1,GBR-001,UK Greenhouse Gas Inventory / National Inventory Document (NID),
GBR,United Kingdom,mitigation,II.3,Waterborne navigation,1,10,1.0,T1,0,GBR-001,UK Greenhouse Gas Inventory / National Inventory Document (NID),
GBR,United Kingdom,mitigation,II.4,Aviation,1,10,1.0,T1,1,GBR-001,UK Greenhouse Gas Inventory / National Inventory Document (NID),
GBR,United Kingdom,mitigation,II.5,Off-road transportation,1,10,1.0,T1,1,GBR-001,UK Greenhouse Gas Inventory / National Inventory Document (NID),
GBR,United Kingdom,mitigation,III.1,Solid waste disposal,1,10,1.0,T1,1,GBR-001,UK Greenhouse Gas Inventory / National Inventory Document (NID),
GBR,United Kingdom,mitigation,III.2,Biological treatment of waste,1,10,1.0,T1,1,GBR-001,UK Greenhouse Gas Inventory / National Inventory Document (NID),
GBR,United Kingdom,mitigation,III.3,Incineration & open burning,1,10,1.0,T1,1,GBR-001,UK Greenhouse Gas Inventory / National Inventory Document (NID),
GBR,United Kingdom,mitigation,III.4,Wastewater treatment & discharge,1,10,1.0,T1,1,GBR-001,UK Greenhouse Gas Inventory / National Inventory Document (NID),
GBR,United Kingdom,mitigation,IV.1,Industrial processes,1,10,1.0,T1,1,GBR-001,UK Greenhouse Gas Inventory / National Inventory Document (NID),
GBR,United Kingdom,mitigation,IV.2,Product use,1,10,1.0,T1,1,GBR-001,UK Greenhouse Gas Inventory / National Inventory Document (NID),
GBR,United Kingdom,mitigation,V.1,Livestock,1,10,1.0,T1,1,GBR-001,UK Greenhouse Gas Inventory / National Inventory Document (NID),
GBR,United Kingdom,mitigation,V.2,Land,1,10,1.0,T1,1,GBR-001,UK Greenhouse Gas Inventory / National Inventory Document (NID),
GBR,United Kingdom,mitigation,V.3,Aggregate sources & non-CO₂ emissions sources on land,1,10,1.0,T1,1,GBR-001,UK Greenhouse Gas Inventory / National Inventory Document (NID),
GBR,United Kingdom,mitigation,VI.1,Other Scope 3,1,2,0.2,T1,1,GBR-005,Greenhouse gas reporting conversion factors (company reporting),
GBR,United Kingdom,adaptation,CCRA-001,Age Distribution,1,4,0.4,T1,1,GBR-A001,"ONS Census 2021 — population, age/sex, housing & deprivation dimensions (LSOA/MSOA)",
GBR,United Kingdom,adaptation,CCRA-002,Agricultural GDP share,1,1,0.1,T1,1,GBR-A016,"Defra / RPA agricultural land classification, June Survey, Crop Map of England",
GBR,United Kingdom,adaptation,CCRA-003,Agricultural establishment density,1,1,0.1,T1,1,GBR-A016,"Defra / RPA agricultural land classification, June Survey, Crop Map of England",
GBR,United Kingdom,adaptation,CCRA-004,Agricultural land area,1,1,0.1,T1,1,GBR-A016,"Defra / RPA agricultural land classification, June Survey, Crop Map of England",
GBR,United Kingdom,adaptation,CCRA-005,Areas of global conservation value,1,1,0.1,T1,1,GBR-A018,Natural England / NRW / NatureScot protected sites + WDPA,
GBR,United Kingdom,adaptation,CCRA-006,Biodiversity Intactness Index (BII),1,1,0.1,T3,1,GBR-A019,Biodiversity Intactness Index + KBAs (UK),
GBR,United Kingdom,adaptation,CCRA-007,Confirmed disease cases,1,1,0.1,T1,1,GBR-A005,NHS Digital / ODS health sites + OSM healthcare POIs,
GBR,United Kingdom,adaptation,CCRA-008,Dependence on large-scale irrigation,1,1,0.1,T1,1,GBR-A016,"Defra / RPA agricultural land classification, June Survey, Crop Map of England",
GBR,United Kingdom,adaptation,CCRA-009,Electricity consumption,1,1,0.1,T1,1,GBR-A023,DESNZ DUKES / Digest of UK Energy Statistics; subnational electricity & gas; WRI power plants,
GBR,United Kingdom,adaptation,CCRA-010,Energy poverty,1,4,0.4,T1,1,GBR-A001,"ONS Census 2021 — population, age/sex, housing & deprivation dimensions (LSOA/MSOA)",
GBR,United Kingdom,adaptation,CCRA-011,Flood Threat Index,1,1,0.1,T1,1,GBR-A006,Environment Agency — Risk of Flooding from Rivers and Sea (RoFRS) + climate-change scenarios,
GBR,United Kingdom,adaptation,CCRA-012,Food production and marketing,1,1,0.1,T1,1,GBR-A016,"Defra / RPA agricultural land classification, June Survey, Crop Map of England",
GBR,United Kingdom,adaptation,CCRA-013,Forest cover,1,1,0.1,T1,1,GBR-A017,National Forest Inventory / Forest Research + Hansen GFC + Living England/Wales land cover,
GBR,United Kingdom,adaptation,CCRA-014,Forest loss,1,1,0.1,T1,1,GBR-A017,National Forest Inventory / Forest Research + Hansen GFC + Living England/Wales land cover,
GBR,United Kingdom,adaptation,CCRA-015,Health and basic services access,1,4,0.4,T1,1,GBR-A001,"ONS Census 2021 — population, age/sex, housing & deprivation dimensions (LSOA/MSOA)",
GBR,United Kingdom,adaptation,CCRA-016,Health facility density,1,1,0.1,T1,1,GBR-A005,NHS Digital / ODS health sites + OSM healthcare POIs,
GBR,United Kingdom,adaptation,CCRA-017,Households in hazard-prone areas,1,5,0.5,T1,1,GBR-A003,ONS / OS Boundary-Line & Census geographies (OA/LSOA/MSOA/LAD),
GBR,United Kingdom,adaptation,CCRA-018,Inadequate Sanitation,1,4,0.4,T1,1,GBR-A001,"ONS Census 2021 — population, age/sex, housing & deprivation dimensions (LSOA/MSOA)",
GBR,United Kingdom,adaptation,CCRA-019,Inadequate water access,1,4,0.4,T1,1,GBR-A001,"ONS Census 2021 — population, age/sex, housing & deprivation dimensions (LSOA/MSOA)",
GBR,United Kingdom,adaptation,CCRA-020,Income,1,4,0.4,T1,1,GBR-A001,"ONS Census 2021 — population, age/sex, housing & deprivation dimensions (LSOA/MSOA)",
GBR,United Kingdom,adaptation,CCRA-021,Industrial GDP share,1,1,0.1,T1,0,GBR-A020,ONS / OBR National Accounts — agriculture & industry GVA shares,
GBR,United Kingdom,adaptation,CCRA-022,Landslide Susceptibility,1,1,0.1,T1,1,GBR-A012,BGS GeoSure / landslide susceptibility & mass-movement datasets,
GBR,United Kingdom,adaptation,CCRA-023,Landslide Threat Index,1,1,0.1,T1,1,GBR-A012,BGS GeoSure / landslide susceptibility & mass-movement datasets,
GBR,United Kingdom,adaptation,CCRA-024,Maximum Consecutive Dry Days (CDD),1,1,0.1,T1,1,GBR-A010,UKCP18 / Met Office climate projections + UK Climate Projections user tools,
GBR,United Kingdom,adaptation,CCRA-025,Maximum Precipitation 5 days (Rx5day),1,1,0.1,T1,1,GBR-A010,UKCP18 / Met Office climate projections + UK Climate Projections user tools,
GBR,United Kingdom,adaptation,CCRA-026,Maximum temperature,1,1,0.1,T1,1,GBR-A010,UKCP18 / Met Office climate projections + UK Climate Projections user tools,
GBR,United Kingdom,adaptation,CCRA-027,Natural vegetation cover,1,1,0.1,T1,1,GBR-A017,National Forest Inventory / Forest Research + Hansen GFC + Living England/Wales land cover,
GBR,United Kingdom,adaptation,CCRA-028,Population density,1,4,0.4,T1,1,GBR-A001,"ONS Census 2021 — population, age/sex, housing & deprivation dimensions (LSOA/MSOA)",
GBR,United Kingdom,adaptation,CCRA-029,Port infrastructures,1,5,0.5,T1,1,GBR-A009,National Coastal Erosion Risk Mapping (NCERM) 2024,
GBR,United Kingdom,adaptation,CCRA-030,Power generation facilities,1,1,0.1,T1,1,GBR-A023,DESNZ DUKES / Digest of UK Energy Statistics; subnational electricity & gas; WRI power plants,
GBR,United Kingdom,adaptation,CCRA-031,Protected areas,1,1,0.1,T1,1,GBR-A018,Natural England / NRW / NatureScot protected sites + WDPA,
GBR,United Kingdom,adaptation,CCRA-032,Railroad density,1,1,0.1,T1,1,GBR-A021,"OS Open Roads / OpenMap / OSM — roads, rail, ports, buildings",
GBR,United Kingdom,adaptation,CCRA-033,Relative humidity,1,1,0.1,T1,1,GBR-A010,UKCP18 / Met Office climate projections + UK Climate Projections user tools,
GBR,United Kingdom,adaptation,CCRA-034,Road density,1,1,0.1,T1,1,GBR-A021,"OS Open Roads / OpenMap / OSM — roads, rail, ports, buildings",
GBR,United Kingdom,adaptation,CCRA-035,Sea Level change,1,5,0.5,T1,1,GBR-A006,Environment Agency — Risk of Flooding from Rivers and Sea (RoFRS) + climate-change scenarios,
GBR,United Kingdom,adaptation,CCRA-036,Standardized Precipitation Evapotranspiration Index (SPEI),1,1,0.1,T1,1,GBR-A010,UKCP18 / Met Office climate projections + UK Climate Projections user tools,
GBR,United Kingdom,adaptation,CCRA-037,Total precipitation,1,1,0.1,T1,1,GBR-A010,UKCP18 / Met Office climate projections + UK Climate Projections user tools,
GBR,United Kingdom,adaptation,CCRA-038,Urban infrastructure social vulnerability,1,4,0.4,T1,1,GBR-A001,"ONS Census 2021 — population, age/sex, housing & deprivation dimensions (LSOA/MSOA)",
GBR,United Kingdom,adaptation,CCRA-039,Urban stormwater drainage coverage,1,1,0.1,T1,1,GBR-A007,Environment Agency — Risk of Flooding from Surface Water (RoFSW) + climate change,
GBR,United Kingdom,adaptation,CCRA-040,Waste Collection,1,4,0.4,T1,1,GBR-A001,"ONS Census 2021 — population, age/sex, housing & deprivation dimensions (LSOA/MSOA)",
GBR,United Kingdom,adaptation,CCRA-041,Water security index,1,1,0.1,T1,0,GBR-A026,WRI Aqueduct + water company / EA water resources plans,
MAR,Morocco,mitigation,I.1,Residential buildings,1,10,1.0,T1,0,MAR-001,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,
MAR,Morocco,mitigation,I.2,Commercial & institutional buildings,1,10,1.0,T1,0,MAR-001,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,
MAR,Morocco,mitigation,I.3,Manufacturing industries & construction,1,10,1.0,T1,0,MAR-001,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,
MAR,Morocco,mitigation,I.4,Energy industries,1,10,1.0,T1,0,MAR-001,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,
MAR,Morocco,mitigation,I.5,"Agriculture, forestry & fishing energy",1,8,0.8,T1,0,MAR-001,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,
MAR,Morocco,mitigation,I.6,Non-specified sources,0,0,0.0,,0,,,no usable dataset / gap
MAR,Morocco,mitigation,I.7,"Fugitive emissions from mining, processing, storage & transport of coal",1,8,0.8,T1,0,MAR-001,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,
MAR,Morocco,mitigation,I.8,Fugitive emissions from oil & natural gas systems,1,8,0.8,T1,0,MAR-001,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,
MAR,Morocco,mitigation,II.1,On-road transportation,1,10,1.0,T1,0,MAR-001,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,
MAR,Morocco,mitigation,II.2,Railways,1,10,1.0,T1,0,MAR-001,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,
MAR,Morocco,mitigation,II.3,Waterborne navigation,1,10,1.0,T1,1,MAR-001,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,
MAR,Morocco,mitigation,II.4,Aviation,1,10,1.0,T1,1,MAR-001,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,
MAR,Morocco,mitigation,II.5,Off-road transportation,1,8,0.8,T1,0,MAR-001,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,
MAR,Morocco,mitigation,III.1,Solid waste disposal,1,10,1.0,T1,0,MAR-001,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,
MAR,Morocco,mitigation,III.2,Biological treatment of waste,1,8,0.8,T1,0,MAR-001,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,
MAR,Morocco,mitigation,III.3,Incineration & open burning,1,8,0.8,T1,0,MAR-001,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,
MAR,Morocco,mitigation,III.4,Wastewater treatment & discharge,1,10,1.0,T1,1,MAR-001,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,
MAR,Morocco,mitigation,IV.1,Industrial processes,1,10,1.0,T1,0,MAR-001,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,
MAR,Morocco,mitigation,IV.2,Product use,1,8,0.8,T1,0,MAR-001,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,
MAR,Morocco,mitigation,V.1,Livestock,1,10,1.0,T1,0,MAR-001,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,
MAR,Morocco,mitigation,V.2,Land,1,10,1.0,T1,0,MAR-001,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,
MAR,Morocco,mitigation,V.3,Aggregate sources & non-CO₂ emissions sources on land,1,10,1.0,T1,0,MAR-001,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,
MAR,Morocco,mitigation,VI.1,Other Scope 3,1,0,0.0,T1,0,MAR-010,Annuaire statistique du Maroc (plateforme),
MAR,Morocco,adaptation,CCRA-001,Age Distribution,1,10,1.0,T1,1,MAR-A001,"RGPH 2024 — résultats interactifs (démographie, habitat, services)",
MAR,Morocco,adaptation,CCRA-002,Agricultural GDP share,1,10,1.0,T1,0,MAR-A024,"Indicateurs sectoriels (agriculture, énergie, eau, transport…) — data.gov.ma",
MAR,Morocco,adaptation,CCRA-003,Agricultural establishment density,1,2,0.2,T1,1,MAR-A025,Agriculture et pêche — open data MEF / data.gov.ma,
MAR,Morocco,adaptation,CCRA-004,Agricultural land area,1,10,1.0,T1,1,MAR-A024,"Indicateurs sectoriels (agriculture, énergie, eau, transport…) — data.gov.ma",
MAR,Morocco,adaptation,CCRA-005,Areas of global conservation value,1,1,0.1,T2,1,MAR-A021,World Database on Protected Areas (WDPA),
MAR,Morocco,adaptation,CCRA-006,Biodiversity Intactness Index (BII),1,1,0.1,T2,1,MAR-A022,Biodiversity Intactness Index (BII) / related intactness layers,
MAR,Morocco,adaptation,CCRA-007,Confirmed disease cases,0,0,0.0,,0,,,no usable dataset / gap
MAR,Morocco,adaptation,CCRA-008,Dependence on large-scale irrigation,1,2,0.2,T3,1,MAR-A026,Crop and irrigation types ground-truth (5 major agricultural regions),
MAR,Morocco,adaptation,CCRA-009,Electricity consumption,1,10,1.0,T1,0,MAR-A024,"Indicateurs sectoriels (agriculture, énergie, eau, transport…) — data.gov.ma",
MAR,Morocco,adaptation,CCRA-010,Energy poverty,1,1,0.1,T1,1,MAR-A002,Cartographie de la pauvreté multidimensionnelle (Mai 2025),
MAR,Morocco,adaptation,CCRA-011,Flood Threat Index,1,10,1.0,T1,1,MAR-A008,Atlas des zones inondables — ABH du Tensift (web atlas),
MAR,Morocco,adaptation,CCRA-012,Food production and marketing,1,10,1.0,T1,1,MAR-A024,"Indicateurs sectoriels (agriculture, énergie, eau, transport…) — data.gov.ma",
MAR,Morocco,adaptation,CCRA-013,Forest cover,1,1,0.1,T2,1,MAR-A019,Hansen Global Forest Change (treecover / loss),
MAR,Morocco,adaptation,CCRA-014,Forest loss,1,1,0.1,T2,1,MAR-A019,Hansen Global Forest Change (treecover / loss),
MAR,Morocco,adaptation,CCRA-015,Health and basic services access,1,2,0.2,T1,1,MAR-A001,"RGPH 2024 — résultats interactifs (démographie, habitat, services)",
MAR,Morocco,adaptation,CCRA-016,Health facility density,1,2,0.2,T1,1,MAR-A030,Cartographie des établissements économiques / services publics (HCP 2023/2024),
MAR,Morocco,adaptation,CCRA-017,Households in hazard-prone areas,1,10,1.0,T1,1,MAR-A003,Morocco COD-AB — subnational administrative boundaries (ADM0–ADM2),
MAR,Morocco,adaptation,CCRA-018,Inadequate Sanitation,1,1,0.1,T1,1,MAR-A001,"RGPH 2024 — résultats interactifs (démographie, habitat, services)",
MAR,Morocco,adaptation,CCRA-019,Inadequate water access,1,1,0.1,T1,1,MAR-A001,"RGPH 2024 — résultats interactifs (démographie, habitat, services)",
MAR,Morocco,adaptation,CCRA-020,Income,1,1,0.1,T1,1,MAR-A001,"RGPH 2024 — résultats interactifs (démographie, habitat, services)",
MAR,Morocco,adaptation,CCRA-021,Industrial GDP share,1,10,1.0,T1,0,MAR-A024,"Indicateurs sectoriels (agriculture, énergie, eau, transport…) — data.gov.ma",
MAR,Morocco,adaptation,CCRA-022,Landslide Susceptibility,1,1,0.1,T2,1,MAR-A016,NASA LHASA / global rainfall-triggered landslide hazard,
MAR,Morocco,adaptation,CCRA-023,Landslide Threat Index,1,10,1.0,T2,1,MAR-A012,"CHIRPS extreme precipitation indices (Rx5day, R90p/R95p/R99p) + climatology",
MAR,Morocco,adaptation,CCRA-024,Maximum Consecutive Dry Days (CDD),1,1,0.1,T1,1,MAR-A015,DGM / Direction Générale de la Météorologie — station climate & drought indices (SPI/SPEI),
MAR,Morocco,adaptation,CCRA-025,Maximum Precipitation 5 days (Rx5day),1,10,1.0,T2,1,MAR-A012,"CHIRPS extreme precipitation indices (Rx5day, R90p/R95p/R99p) + climatology",
MAR,Morocco,adaptation,CCRA-026,Maximum temperature,1,10,1.0,T1,1,MAR-A015,DGM / Direction Générale de la Météorologie — station climate & drought indices (SPI/SPEI),
MAR,Morocco,adaptation,CCRA-027,Natural vegetation cover,1,1,0.1,T2,1,MAR-A019,Hansen Global Forest Change (treecover / loss),
MAR,Morocco,adaptation,CCRA-028,Population density,1,10,1.0,T1,1,MAR-A001,"RGPH 2024 — résultats interactifs (démographie, habitat, services)",
MAR,Morocco,adaptation,CCRA-029,Port infrastructures,1,1,0.1,T1,1,MAR-A029,Statistiques de trafic portuaire / infrastructures portuaires (ANP / équipement),
MAR,Morocco,adaptation,CCRA-030,Power generation facilities,1,1,0.1,T2,1,MAR-A028,Global Power Plant Database / WRI energy infrastructure,
MAR,Morocco,adaptation,CCRA-031,Protected areas,1,1,0.1,T2,1,MAR-A021,World Database on Protected Areas (WDPA),
MAR,Morocco,adaptation,CCRA-032,Railroad density,1,1,0.1,T3,1,MAR-A027,"OpenStreetMap — roads, railways, ports, health facilities, buildings",
MAR,Morocco,adaptation,CCRA-033,Relative humidity,1,10,1.0,T1,1,MAR-A015,DGM / Direction Générale de la Météorologie — station climate & drought indices (SPI/SPEI),
MAR,Morocco,adaptation,CCRA-034,Road density,1,10,1.0,T1,1,MAR-A024,"Indicateurs sectoriels (agriculture, énergie, eau, transport…) — data.gov.ma",
MAR,Morocco,adaptation,CCRA-035,Sea Level change,1,1,0.1,T2,1,MAR-A018,NASA / IPCC sea-level change & coastal elevation proxies,
MAR,Morocco,adaptation,CCRA-036,Standardized Precipitation Evapotranspiration Index (SPEI),1,1,0.1,T1,1,MAR-A015,DGM / Direction Générale de la Météorologie — station climate & drought indices (SPI/SPEI),
MAR,Morocco,adaptation,CCRA-037,Total precipitation,1,10,1.0,T1,1,MAR-A015,DGM / Direction Générale de la Météorologie — station climate & drought indices (SPI/SPEI),
MAR,Morocco,adaptation,CCRA-038,Urban infrastructure social vulnerability,1,1,0.1,T1,1,MAR-A001,"RGPH 2024 — résultats interactifs (démographie, habitat, services)",
MAR,Morocco,adaptation,CCRA-039,Urban stormwater drainage coverage,1,1,0.1,T2,1,MAR-A043,OEF Flood / Heat / Landslide mechanism-type layers (NbS screening),
MAR,Morocco,adaptation,CCRA-040,Waste Collection,1,1,0.1,T1,1,MAR-A001,"RGPH 2024 — résultats interactifs (démographie, habitat, services)",
MAR,Morocco,adaptation,CCRA-041,Water security index,1,10,1.0,T1,1,MAR-A024,"Indicateurs sectoriels (agriculture, énergie, eau, transport…) — data.gov.ma",
MEX,Mexico,mitigation,I.1,Residential buildings,1,10,1.0,T1,1,MEX-001,Inventario Nacional de Emisiones de Gases y Compuestos de Efecto Invernadero (INEGyCEI),
MEX,Mexico,mitigation,I.2,Commercial & institutional buildings,1,10,1.0,T1,1,MEX-001,Inventario Nacional de Emisiones de Gases y Compuestos de Efecto Invernadero (INEGyCEI),
MEX,Mexico,mitigation,I.3,Manufacturing industries & construction,1,10,1.0,T1,1,MEX-001,Inventario Nacional de Emisiones de Gases y Compuestos de Efecto Invernadero (INEGyCEI),
MEX,Mexico,mitigation,I.4,Energy industries,1,10,1.0,T1,1,MEX-001,Inventario Nacional de Emisiones de Gases y Compuestos de Efecto Invernadero (INEGyCEI),
MEX,Mexico,mitigation,I.5,"Agriculture, forestry & fishing energy",1,10,1.0,T1,1,MEX-001,Inventario Nacional de Emisiones de Gases y Compuestos de Efecto Invernadero (INEGyCEI),
MEX,Mexico,mitigation,I.6,Non-specified sources,0,0,0.0,,0,,,no usable dataset / gap
MEX,Mexico,mitigation,I.7,"Fugitive emissions from mining, processing, storage & transport of coal",1,10,1.0,T1,0,MEX-001,Inventario Nacional de Emisiones de Gases y Compuestos de Efecto Invernadero (INEGyCEI),
MEX,Mexico,mitigation,I.8,Fugitive emissions from oil & natural gas systems,1,10,1.0,T1,1,MEX-001,Inventario Nacional de Emisiones de Gases y Compuestos de Efecto Invernadero (INEGyCEI),
MEX,Mexico,mitigation,II.1,On-road transportation,1,10,1.0,T1,1,MEX-001,Inventario Nacional de Emisiones de Gases y Compuestos de Efecto Invernadero (INEGyCEI),
MEX,Mexico,mitigation,II.2,Railways,1,10,1.0,T1,1,MEX-001,Inventario Nacional de Emisiones de Gases y Compuestos de Efecto Invernadero (INEGyCEI),
MEX,Mexico,mitigation,II.3,Waterborne navigation,1,10,1.0,T1,1,MEX-001,Inventario Nacional de Emisiones de Gases y Compuestos de Efecto Invernadero (INEGyCEI),
MEX,Mexico,mitigation,II.4,Aviation,1,10,1.0,T1,1,MEX-001,Inventario Nacional de Emisiones de Gases y Compuestos de Efecto Invernadero (INEGyCEI),
MEX,Mexico,mitigation,II.5,Off-road transportation,1,10,1.0,T1,1,MEX-001,Inventario Nacional de Emisiones de Gases y Compuestos de Efecto Invernadero (INEGyCEI),
MEX,Mexico,mitigation,III.1,Solid waste disposal,1,10,1.0,T1,1,MEX-001,Inventario Nacional de Emisiones de Gases y Compuestos de Efecto Invernadero (INEGyCEI),
MEX,Mexico,mitigation,III.2,Biological treatment of waste,1,10,1.0,T1,1,MEX-001,Inventario Nacional de Emisiones de Gases y Compuestos de Efecto Invernadero (INEGyCEI),
MEX,Mexico,mitigation,III.3,Incineration & open burning,1,10,1.0,T1,1,MEX-001,Inventario Nacional de Emisiones de Gases y Compuestos de Efecto Invernadero (INEGyCEI),
MEX,Mexico,mitigation,III.4,Wastewater treatment & discharge,1,10,1.0,T1,1,MEX-001,Inventario Nacional de Emisiones de Gases y Compuestos de Efecto Invernadero (INEGyCEI),
MEX,Mexico,mitigation,IV.1,Industrial processes,1,10,1.0,T1,1,MEX-001,Inventario Nacional de Emisiones de Gases y Compuestos de Efecto Invernadero (INEGyCEI),
MEX,Mexico,mitigation,IV.2,Product use,1,10,1.0,T1,1,MEX-001,Inventario Nacional de Emisiones de Gases y Compuestos de Efecto Invernadero (INEGyCEI),
MEX,Mexico,mitigation,V.1,Livestock,1,10,1.0,T1,1,MEX-001,Inventario Nacional de Emisiones de Gases y Compuestos de Efecto Invernadero (INEGyCEI),
MEX,Mexico,mitigation,V.2,Land,1,10,1.0,T1,1,MEX-001,Inventario Nacional de Emisiones de Gases y Compuestos de Efecto Invernadero (INEGyCEI),
MEX,Mexico,mitigation,V.3,Aggregate sources & non-CO₂ emissions sources on land,1,10,1.0,T1,1,MEX-001,Inventario Nacional de Emisiones de Gases y Compuestos de Efecto Invernadero (INEGyCEI),
MEX,Mexico,mitigation,VI.1,Other Scope 3,1,0,0.0,T1,0,MEX-017,Factores de emisión y calculadora RENE / CONUEE,
MEX,Mexico,adaptation,CCRA-001,Age Distribution,1,5,0.5,T1,1,MEX-A001,INEGI Censo de Población y Vivienda 2020 — Principales resultados por AGEB y manzana urbana,
MEX,Mexico,adaptation,CCRA-002,Agricultural GDP share,1,1,0.1,T1,0,MEX-A013,INEGI Censo Agropecuario / SIAP land use & irrigation statistics,
MEX,Mexico,adaptation,CCRA-003,Agricultural establishment density,1,1,0.1,T1,0,MEX-A013,INEGI Censo Agropecuario / SIAP land use & irrigation statistics,
MEX,Mexico,adaptation,CCRA-004,Agricultural land area,1,1,0.1,T1,0,MEX-A013,INEGI Censo Agropecuario / SIAP land use & irrigation statistics,
MEX,Mexico,adaptation,CCRA-005,Areas of global conservation value,1,1,0.1,T1,1,MEX-A015,CONANP / CONABIO Áreas Naturales Protegidas + WDPA México,
MEX,Mexico,adaptation,CCRA-006,Biodiversity Intactness Index (BII),1,1,0.1,T3,1,MEX-A016,Biodiversity Intactness Index + KBAs (México),
MEX,Mexico,adaptation,CCRA-007,Confirmed disease cases,1,1,0.1,T1,1,MEX-A005,CLUES / SSA establecimientos de salud + OSM healthcare POIs,
MEX,Mexico,adaptation,CCRA-008,Dependence on large-scale irrigation,1,1,0.1,T1,0,MEX-A013,INEGI Censo Agropecuario / SIAP land use & irrigation statistics,
MEX,Mexico,adaptation,CCRA-009,Electricity consumption,1,5,0.5,T1,1,MEX-A019,CENACE / CFE / CRE generation registers + WRI Global Power Plant Database,
MEX,Mexico,adaptation,CCRA-010,Energy poverty,1,5,0.5,T1,1,MEX-A001,INEGI Censo de Población y Vivienda 2020 — Principales resultados por AGEB y manzana urbana,
MEX,Mexico,adaptation,CCRA-011,Flood Threat Index,1,9,0.9,T1,1,MEX-A006,CENAPRED Atlas Nacional de Riesgos — peligro/vulnerabilidad por inundación + catálogo de inundaciones,
MEX,Mexico,adaptation,CCRA-012,Food production and marketing,1,1,0.1,T1,0,MEX-A013,INEGI Censo Agropecuario / SIAP land use & irrigation statistics,
MEX,Mexico,adaptation,CCRA-013,Forest cover,1,1,0.1,T1,1,MEX-A014,CONAFOR INFyS / MAD-MEX land cover + Hansen GFC,
MEX,Mexico,adaptation,CCRA-014,Forest loss,1,1,0.1,T1,1,MEX-A014,CONAFOR INFyS / MAD-MEX land cover + Hansen GFC,
MEX,Mexico,adaptation,CCRA-015,Health and basic services access,1,5,0.5,T1,1,MEX-A001,INEGI Censo de Población y Vivienda 2020 — Principales resultados por AGEB y manzana urbana,
MEX,Mexico,adaptation,CCRA-016,Health facility density,1,1,0.1,T1,1,MEX-A005,CLUES / SSA establecimientos de salud + OSM healthcare POIs,
MEX,Mexico,adaptation,CCRA-017,Households in hazard-prone areas,1,9,0.9,T1,1,MEX-A003,INEGI Marco Geoestadístico — AGEB / manzana / municipio / entidad,
MEX,Mexico,adaptation,CCRA-018,Inadequate Sanitation,1,5,0.5,T1,1,MEX-A001,INEGI Censo de Población y Vivienda 2020 — Principales resultados por AGEB y manzana urbana,
MEX,Mexico,adaptation,CCRA-019,Inadequate water access,1,5,0.5,T1,1,MEX-A001,INEGI Censo de Población y Vivienda 2020 — Principales resultados por AGEB y manzana urbana,
MEX,Mexico,adaptation,CCRA-020,Income,1,5,0.5,T1,1,MEX-A001,INEGI Censo de Población y Vivienda 2020 — Principales resultados por AGEB y manzana urbana,
MEX,Mexico,adaptation,CCRA-021,Industrial GDP share,1,1,0.1,T1,0,MEX-A017,INEGI SCN / Cuentas por sectores — agroindustria e industria (PIB shares),
MEX,Mexico,adaptation,CCRA-022,Landslide Susceptibility,1,5,0.5,T1,1,MEX-A009,CENAPRED Mapa Nacional de Susceptibilidad por Inestabilidad de Laderas (2020) + NASA LHASA/DEM drivers,
MEX,Mexico,adaptation,CCRA-023,Landslide Threat Index,1,5,0.5,T1,1,MEX-A009,CENAPRED Mapa Nacional de Susceptibilidad por Inestabilidad de Laderas (2020) + NASA LHASA/DEM drivers,
MEX,Mexico,adaptation,CCRA-024,Maximum Consecutive Dry Days (CDD),1,1,0.1,T1,1,MEX-A010,SMN / CONAGUA climate + INECC escenarios de cambio climático (proyecciones nacionales),
MEX,Mexico,adaptation,CCRA-025,Maximum Precipitation 5 days (Rx5day),1,1,0.1,T1,1,MEX-A010,SMN / CONAGUA climate + INECC escenarios de cambio climático (proyecciones nacionales),
